semafor_id,status,raskrsnica_id,naziv_raskrsnice,tip_raskrsnice
214,aktivan,214,Raskrsnica sa semaforom,kontrolisana raskrsnica
214,aktivan,215,Raskrsnica sa semaforom,kontrolisana raskrsnica
214,aktivan,216,Raskrsnica sa semaforom,kontrolisana raskrsnica
215,aktivan,214,Raskrsnica sa semaforom,kontrolisana raskrsnica
215,aktivan,215,Raskrsnica sa semaforom,kontrolisana raskrsnica
216,aktivan,214,Raskrsnica sa semaforom,kontrolisana raskrsnica
216,aktivan,216,Raskrsnica sa semaforom,kontrolisana raskrsnica
216,aktivan,217,Raskrsnica sa semaforom,kontrolisana raskrsnica
217,aktivan,216,Raskrsnica sa semaforom,kontrolisana raskrsnica
217,aktivan,217,Raskrsnica sa semaforom,kontrolisana raskrsnica
218,aktivan,218,Raskrsnica sa semaforom,kontrolisana raskrsnica
218,aktivan,319,Raskrsnica sa semaforom,kontrolisana raskrsnica
219,aktivan,219,Raskrsnica sa semaforom,kontrolisana raskrsnica
219,aktivan,318,Raskrsnica sa semaforom,kontrolisana raskrsnica
220,aktivan,220,Raskrsnica sa semaforom,kontrolisana raskrsnica
220,aktivan,241,Raskrsnica sa semaforom,kontrolisana raskrsnica
220,aktivan,243,Raskrsnica sa semaforom,kontrolisana raskrsnica
221,aktivan,221,Raskrsnica sa semaforom,kontrolisana raskrsnica
222,aktivan,222,Raskrsnica sa semaforom,kontrolisana raskrsnica
222,aktivan,223,Raskrsnica sa semaforom,kontrolisana raskrsnica
223,aktivan,222,Raskrsnica sa semaforom,kontrolisana raskrsnica
223,aktivan,223,Raskrsnica sa semaforom,kontrolisana raskrsnica
223,aktivan,224,Raskrsnica sa semaforom,kontrolisana raskrsnica
224,aktivan,223,Raskrsnica sa semaforom,kontrolisana raskrsnica
224,aktivan,224,Raskrsnica sa semaforom,kontrolisana raskrsnica
225,aktivan,225,Raskrsnica sa semaforom,kontrolisana raskrsnica
226,aktivan,226,Raskrsnica sa semaforom,kontrolisana raskrsnica
227,aktivan,227,Raskrsnica sa semaforom,kontrolisana raskrsnica
228,aktivan,211,Raskrsnica sa semaforom,kontrolisana raskrsnica
228,aktivan,228,Raskrsnica sa semaforom,kontrolisana raskrsnica
228,aktivan,230,Raskrsnica sa semaforom,kontrolisana raskrsnica
229,aktivan,211,Raskrsnica sa semaforom,kontrolisana raskrsnica
229,aktivan,229,Raskrsnica sa semaforom,kontrolisana raskrsnica
229,aktivan,230,Raskrsnica sa semaforom,kontrolisana raskrsnica
230,aktivan,228,Raskrsnica sa semaforom,kontrolisana raskrsnica
230,aktivan,229,Raskrsnica sa semaforom,kontrolisana raskrsnica
230,aktivan,230,Raskrsnica sa semaforom,kontrolisana raskrsnica
231,aktivan,204,Raskrsnica sa semaforom,kontrolisana raskrsnica
231,aktivan,231,Raskrsnica sa semaforom,kontrolisana raskrsnica
232,aktivan,232,Raskrsnica sa semaforom,kontrolisana raskrsnica
233,aktivan,233,Raskrsnica sa semaforom,kontrolisana raskrsnica
234,aktivan,234,Raskrsnica sa semaforom,kontrolisana raskrsnica
235,aktivan,235,Raskrsnica sa semaforom,kontrolisana raskrsnica
236,aktivan,236,Raskrsnica sa semaforom,kontrolisana raskrsnica
237,aktivan,237,Raskrsnica sa semaforom,kontrolisana raskrsnica
238,aktivan,238,Raskrsnica sa semaforom,kontrolisana raskrsnica
239,aktivan,239,Raskrsnica sa semaforom,kontrolisana raskrsnica
240,aktivan,240,Raskrsnica sa semaforom,kontrolisana raskrsnica
241,aktivan,220,Raskrsnica sa semaforom,kontrolisana raskrsnica
241,aktivan,241,Raskrsnica sa semaforom,kontrolisana raskrsnica
242,aktivan,242,Raskrsnica sa semaforom,kontrolisana raskrsnica
242,aktivan,246,Raskrsnica sa semaforom,kontrolisana raskrsnica
243,aktivan,220,Raskrsnica sa semaforom,kontrolisana raskrsnica
243,aktivan,243,Raskrsnica sa semaforom,kontrolisana raskrsnica
243,aktivan,244,Raskrsnica sa semaforom,kontrolisana raskrsnica
244,aktivan,243,Raskrsnica sa semaforom,kontrolisana raskrsnica
244,aktivan,244,Raskrsnica sa semaforom,kontrolisana raskrsnica
245,aktivan,245,Raskrsnica sa semaforom,kontrolisana raskrsnica
246,aktivan,242,Raskrsnica sa semaforom,kontrolisana raskrsnica
246,aktivan,246,Raskrsnica sa semaforom,kontrolisana raskrsnica
247,aktivan,247,Raskrsnica sa semaforom,kontrolisana raskrsnica
247,aktivan,248,Raskrsnica sa semaforom,kontrolisana raskrsnica
247,aktivan,250,Raskrsnica sa semaforom,kontrolisana raskrsnica
248,aktivan,247,Raskrsnica sa semaforom,kontrolisana raskrsnica
248,aktivan,248,Raskrsnica sa semaforom,kontrolisana raskrsnica
248,aktivan,252,Raskrsnica sa semaforom,kontrolisana raskrsnica
249,aktivan,249,Raskrsnica sa semaforom,kontrolisana raskrsnica
250,aktivan,247,Raskrsnica sa semaforom,kontrolisana raskrsnica
250,aktivan,250,Raskrsnica sa semaforom,kontrolisana raskrsnica
251,aktivan,251,Raskrsnica sa semaforom,kontrolisana raskrsnica
252,aktivan,248,Raskrsnica sa semaforom,kontrolisana raskrsnica
252,aktivan,252,Raskrsnica sa semaforom,kontrolisana raskrsnica
253,aktivan,253,Raskrsnica sa semaforom,kontrolisana raskrsnica
253,aktivan,255,Raskrsnica sa semaforom,kontrolisana raskrsnica
254,aktivan,254,Raskrsnica sa semaforom,kontrolisana raskrsnica
255,aktivan,253,Raskrsnica sa semaforom,kontrolisana raskrsnica
255,aktivan,255,Raskrsnica sa semaforom,kontrolisana raskrsnica
256,aktivan,256,Raskrsnica sa semaforom,kontrolisana raskrsnica
256,aktivan,257,Raskrsnica sa semaforom,kontrolisana raskrsnica
257,aktivan,256,Raskrsnica sa semaforom,kontrolisana raskrsnica
257,aktivan,257,Raskrsnica sa semaforom,kontrolisana raskrsnica
257,aktivan,259,Raskrsnica sa semaforom,kontrolisana raskrsnica
258,aktivan,258,Raskrsnica sa semaforom,kontrolisana raskrsnica
258,aktivan,259,Raskrsnica sa semaforom,kontrolisana raskrsnica
259,aktivan,257,Raskrsnica sa semaforom,kontrolisana raskrsnica
259,aktivan,258,Raskrsnica sa semaforom,kontrolisana raskrsnica
259,aktivan,259,Raskrsnica sa semaforom,kontrolisana raskrsnica
260,aktivan,260,Raskrsnica sa semaforom,kontrolisana raskrsnica
261,aktivan,261,Raskrsnica sa semaforom,kontrolisana raskrsnica
262,aktivan,262,Raskrsnica sa semaforom,kontrolisana raskrsnica
263,aktivan,263,Raskrsnica sa semaforom,kontrolisana raskrsnica
264,aktivan,264,Raskrsnica sa semaforom,kontrolisana raskrsnica
265,aktivan,265,Raskrsnica sa semaforom,kontrolisana raskrsnica
266,aktivan,266,Raskrsnica sa semaforom,kontrolisana raskrsnica
267,aktivan,267,Raskrsnica sa semaforom,kontrolisana raskrsnica
268,aktivan,268,Raskrsnica sa semaforom,kontrolisana raskrsnica
269,aktivan,269,Raskrsnica sa semaforom,kontrolisana raskrsnica
270,aktivan,270,Raskrsnica sa semaforom,kontrolisana raskrsnica
270,aktivan,271,Raskrsnica sa semaforom,kontrolisana raskrsnica
271,aktivan,270,Raskrsnica sa semaforom,kontrolisana raskrsnica
271,aktivan,271,Raskrsnica sa semaforom,kontrolisana raskrsnica
272,aktivan,272,Raskrsnica sa semaforom,kontrolisana raskrsnica
273,aktivan,273,Raskrsnica sa semaforom,kontrolisana raskrsnica
274,aktivan,274,Raskrsnica sa semaforom,kontrolisana raskrsnica
275,aktivan,275,Raskrsnica sa semaforom,kontrolisana raskrsnica
275,aktivan,276,Raskrsnica sa semaforom,kontrolisana raskrsnica
276,aktivan,275,Raskrsnica sa semaforom,kontrolisana raskrsnica
276,aktivan,276,Raskrsnica sa semaforom,kontrolisana raskrsnica
276,aktivan,277,Raskrsnica sa semaforom,kontrolisana raskrsnica
277,aktivan,276,Raskrsnica sa semaforom,kontrolisana raskrsnica
277,aktivan,277,Raskrsnica sa semaforom,kontrolisana raskrsnica
277,aktivan,278,Raskrsnica sa semaforom,kontrolisana raskrsnica
278,aktivan,277,Raskrsnica sa semaforom,kontrolisana raskrsnica
278,aktivan,278,Raskrsnica sa semaforom,kontrolisana raskrsnica
279,aktivan,279,Raskrsnica sa semaforom,kontrolisana raskrsnica
280,aktivan,280,Raskrsnica sa semaforom,kontrolisana raskrsnica
281,aktivan,281,Raskrsnica sa semaforom,kontrolisana raskrsnica
282,aktivan,282,Raskrsnica sa semaforom,kontrolisana raskrsnica
283,aktivan,283,Raskrsnica sa semaforom,kontrolisana raskrsnica
283,aktivan,285,Raskrsnica sa semaforom,kontrolisana raskrsnica
283,aktivan,288,Raskrsnica sa semaforom,kontrolisana raskrsnica
284,aktivan,284,Raskrsnica sa semaforom,kontrolisana raskrsnica
285,aktivan,283,Raskrsnica sa semaforom,kontrolisana raskrsnica
285,aktivan,285,Raskrsnica sa semaforom,kontrolisana raskrsnica
285,aktivan,286,Raskrsnica sa semaforom,kontrolisana raskrsnica
286,aktivan,285,Raskrsnica sa semaforom,kontrolisana raskrsnica
286,aktivan,286,Raskrsnica sa semaforom,kontrolisana raskrsnica
286,aktivan,288,Raskrsnica sa semaforom,kontrolisana raskrsnica
287,aktivan,287,Raskrsnica sa semaforom,kontrolisana raskrsnica
288,aktivan,283,Raskrsnica sa semaforom,kontrolisana raskrsnica
288,aktivan,286,Raskrsnica sa semaforom,kontrolisana raskrsnica
288,aktivan,288,Raskrsnica sa semaforom,kontrolisana raskrsnica
289,aktivan,289,Raskrsnica sa semaforom,kontrolisana raskrsnica
290,aktivan,290,Raskrsnica sa semaforom,kontrolisana raskrsnica
291,aktivan,291,Raskrsnica sa semaforom,kontrolisana raskrsnica
292,aktivan,292,Raskrsnica sa semaforom,kontrolisana raskrsnica
292,aktivan,293,Raskrsnica sa semaforom,kontrolisana raskrsnica
293,aktivan,292,Raskrsnica sa semaforom,kontrolisana raskrsnica
293,aktivan,293,Raskrsnica sa semaforom,kontrolisana raskrsnica
294,aktivan,294,Raskrsnica sa semaforom,kontrolisana raskrsnica
295,aktivan,295,Raskrsnica sa semaforom,kontrolisana raskrsnica
295,aktivan,305,Raskrsnica sa semaforom,kontrolisana raskrsnica
296,aktivan,296,Raskrsnica sa semaforom,kontrolisana raskrsnica
297,aktivan,297,Raskrsnica sa semaforom,kontrolisana raskrsnica
298,aktivan,298,Raskrsnica sa semaforom,kontrolisana raskrsnica
299,aktivan,299,Raskrsnica sa semaforom,kontrolisana raskrsnica
300,aktivan,300,Raskrsnica sa semaforom,kontrolisana raskrsnica
301,aktivan,301,Raskrsnica sa semaforom,kontrolisana raskrsnica
301,aktivan,313,Raskrsnica sa semaforom,kontrolisana raskrsnica
302,aktivan,302,Raskrsnica sa semaforom,kontrolisana raskrsnica
303,aktivan,303,Raskrsnica sa semaforom,kontrolisana raskrsnica
304,aktivan,304,Raskrsnica sa semaforom,kontrolisana raskrsnica
305,aktivan,295,Raskrsnica sa semaforom,kontrolisana raskrsnica
305,aktivan,305,Raskrsnica sa semaforom,kontrolisana raskrsnica
305,aktivan,352,Raskrsnica sa semaforom,kontrolisana raskrsnica
306,aktivan,306,Raskrsnica sa semaforom,kontrolisana raskrsnica
306,aktivan,352,Raskrsnica sa semaforom,kontrolisana raskrsnica
307,aktivan,307,Raskrsnica sa semaforom,kontrolisana raskrsnica
308,aktivan,308,Raskrsnica sa semaforom,kontrolisana raskrsnica
309,aktivan,309,Raskrsnica sa semaforom,kontrolisana raskrsnica
310,aktivan,310,Raskrsnica sa semaforom,kontrolisana raskrsnica
311,aktivan,311,Raskrsnica sa semaforom,kontrolisana raskrsnica
311,aktivan,312,Raskrsnica sa semaforom,kontrolisana raskrsnica
312,aktivan,311,Raskrsnica sa semaforom,kontrolisana raskrsnica
312,aktivan,312,Raskrsnica sa semaforom,kontrolisana raskrsnica
313,aktivan,301,Raskrsnica sa semaforom,kontrolisana raskrsnica
313,aktivan,313,Raskrsnica sa semaforom,kontrolisana raskrsnica
314,aktivan,314,Raskrsnica sa semaforom,kontrolisana raskrsnica
314,aktivan,315,Raskrsnica sa semaforom,kontrolisana raskrsnica
315,aktivan,314,Raskrsnica sa semaforom,kontrolisana raskrsnica
315,aktivan,315,Raskrsnica sa semaforom,kontrolisana raskrsnica
316,aktivan,316,Raskrsnica sa semaforom,kontrolisana raskrsnica
316,aktivan,317,Raskrsnica sa semaforom,kontrolisana raskrsnica
317,aktivan,316,Raskrsnica sa semaforom,kontrolisana raskrsnica
317,aktivan,317,Raskrsnica sa semaforom,kontrolisana raskrsnica
318,aktivan,219,Raskrsnica sa semaforom,kontrolisana raskrsnica
318,aktivan,318,Raskrsnica sa semaforom,kontrolisana raskrsnica
319,aktivan,218,Raskrsnica sa semaforom,kontrolisana raskrsnica
319,aktivan,319,Raskrsnica sa semaforom,kontrolisana raskrsnica
320,aktivan,320,Raskrsnica sa semaforom,kontrolisana raskrsnica
321,aktivan,321,Raskrsnica sa semaforom,kontrolisana raskrsnica
321,aktivan,322,Raskrsnica sa semaforom,kontrolisana raskrsnica
322,aktivan,321,Raskrsnica sa semaforom,kontrolisana raskrsnica
322,aktivan,322,Raskrsnica sa semaforom,kontrolisana raskrsnica
323,aktivan,323,Raskrsnica sa semaforom,kontrolisana raskrsnica
324,aktivan,324,Raskrsnica sa semaforom,kontrolisana raskrsnica
324,aktivan,326,Raskrsnica sa semaforom,kontrolisana raskrsnica
325,aktivan,325,Raskrsnica sa semaforom,kontrolisana raskrsnica
326,aktivan,324,Raskrsnica sa semaforom,kontrolisana raskrsnica
326,aktivan,326,Raskrsnica sa semaforom,kontrolisana raskrsnica
327,aktivan,327,Raskrsnica sa semaforom,kontrolisana raskrsnica
327,aktivan,328,Raskrsnica sa semaforom,kontrolisana raskrsnica
327,aktivan,329,Raskrsnica sa semaforom,kontrolisana raskrsnica
327,aktivan,330,Raskrsnica sa semaforom,kontrolisana raskrsnica
328,aktivan,327,Raskrsnica sa semaforom,kontrolisana raskrsnica
328,aktivan,328,Raskrsnica sa semaforom,kontrolisana raskrsnica
328,aktivan,330,Raskrsnica sa semaforom,kontrolisana raskrsnica
329,aktivan,327,Raskrsnica sa semaforom,kontrolisana raskrsnica
329,aktivan,329,Raskrsnica sa semaforom,kontrolisana raskrsnica
329,aktivan,330,Raskrsnica sa semaforom,kontrolisana raskrsnica
330,aktivan,327,Raskrsnica sa semaforom,kontrolisana raskrsnica
330,aktivan,328,Raskrsnica sa semaforom,kontrolisana raskrsnica
330,aktivan,329,Raskrsnica sa semaforom,kontrolisana raskrsnica
330,aktivan,330,Raskrsnica sa semaforom,kontrolisana raskrsnica
331,aktivan,331,Raskrsnica sa semaforom,kontrolisana raskrsnica
332,aktivan,332,Raskrsnica sa semaforom,kontrolisana raskrsnica
332,aktivan,333,Raskrsnica sa semaforom,kontrolisana raskrsnica
332,aktivan,339,Raskrsnica sa semaforom,kontrolisana raskrsnica
333,aktivan,332,Raskrsnica sa semaforom,kontrolisana raskrsnica
333,aktivan,333,Raskrsnica sa semaforom,kontrolisana raskrsnica
333,aktivan,339,Raskrsnica sa semaforom,kontrolisana raskrsnica
334,aktivan,334,Raskrsnica sa semaforom,kontrolisana raskrsnica
335,aktivan,335,Raskrsnica sa semaforom,kontrolisana raskrsnica
336,aktivan,336,Raskrsnica sa semaforom,kontrolisana raskrsnica
337,aktivan,337,Raskrsnica sa semaforom,kontrolisana raskrsnica
338,aktivan,338,Raskrsnica sa semaforom,kontrolisana raskrsnica
339,aktivan,332,Raskrsnica sa semaforom,kontrolisana raskrsnica
339,aktivan,333,Raskrsnica sa semaforom,kontrolisana raskrsnica
339,aktivan,339,Raskrsnica sa semaforom,kontrolisana raskrsnica
340,aktivan,340,Raskrsnica sa semaforom,kontrolisana raskrsnica
340,aktivan,341,Raskrsnica sa semaforom,kontrolisana raskrsnica
340,aktivan,342,Raskrsnica sa semaforom,kontrolisana raskrsnica
340,aktivan,343,Raskrsnica sa semaforom,kontrolisana raskrsnica
341,aktivan,340,Raskrsnica sa semaforom,kontrolisana raskrsnica
341,aktivan,341,Raskrsnica sa semaforom,kontrolisana raskrsnica
341,aktivan,342,Raskrsnica sa semaforom,kontrolisana raskrsnica
341,aktivan,343,Raskrsnica sa semaforom,kontrolisana raskrsnica
342,aktivan,340,Raskrsnica sa semaforom,kontrolisana raskrsnica
342,aktivan,341,Raskrsnica sa semaforom,kontrolisana raskrsnica
342,aktivan,342,Raskrsnica sa semaforom,kontrolisana raskrsnica
342,aktivan,343,Raskrsnica sa semaforom,kontrolisana raskrsnica
343,aktivan,340,Raskrsnica sa semaforom,kontrolisana raskrsnica
343,aktivan,341,Raskrsnica sa semaforom,kontrolisana raskrsnica
343,aktivan,342,Raskrsnica sa semaforom,kontrolisana raskrsnica
343,aktivan,343,Raskrsnica sa semaforom,kontrolisana raskrsnica
344,aktivan,344,Raskrsnica sa semaforom,kontrolisana raskrsnica
345,aktivan,345,Raskrsnica sa semaforom,kontrolisana raskrsnica
346,aktivan,346,Raskrsnica sa semaforom,kontrolisana raskrsnica
346,aktivan,409,Raskrsnica sa semaforom,kontrolisana raskrsnica
347,aktivan,347,Raskrsnica sa semaforom,kontrolisana raskrsnica
347,aktivan,409,Raskrsnica sa semaforom,kontrolisana raskrsnica
347,aktivan,410,Raskrsnica sa semaforom,kontrolisana raskrsnica
348,aktivan,348,Raskrsnica sa semaforom,kontrolisana raskrsnica
349,aktivan,349,Raskrsnica sa semaforom,kontrolisana raskrsnica
350,aktivan,350,Raskrsnica sa semaforom,kontrolisana raskrsnica
350,aktivan,351,Raskrsnica sa semaforom,kontrolisana raskrsnica
351,aktivan,350,Raskrsnica sa semaforom,kontrolisana raskrsnica
351,aktivan,351,Raskrsnica sa semaforom,kontrolisana raskrsnica
351,aktivan,355,Raskrsnica sa semaforom,kontrolisana raskrsnica
352,aktivan,305,Raskrsnica sa semaforom,kontrolisana raskrsnica
352,aktivan,306,Raskrsnica sa semaforom,kontrolisana raskrsnica
352,aktivan,352,Raskrsnica sa semaforom,kontrolisana raskrsnica
353,aktivan,353,Raskrsnica sa semaforom,kontrolisana raskrsnica
354,aktivan,354,Raskrsnica sa semaforom,kontrolisana raskrsnica
355,aktivan,351,Raskrsnica sa semaforom,kontrolisana raskrsnica
355,aktivan,355,Raskrsnica sa semaforom,kontrolisana raskrsnica
356,aktivan,356,Raskrsnica sa semaforom,kontrolisana raskrsnica
356,aktivan,357,Raskrsnica sa semaforom,kontrolisana raskrsnica
356,aktivan,358,Raskrsnica sa semaforom,kontrolisana raskrsnica
357,aktivan,356,Raskrsnica sa semaforom,kontrolisana raskrsnica
357,aktivan,357,Raskrsnica sa semaforom,kontrolisana raskrsnica
357,aktivan,358,Raskrsnica sa semaforom,kontrolisana raskrsnica
357,aktivan,359,Raskrsnica sa semaforom,kontrolisana raskrsnica
358,aktivan,356,Raskrsnica sa semaforom,kontrolisana raskrsnica
358,aktivan,357,Raskrsnica sa semaforom,kontrolisana raskrsnica
358,aktivan,358,Raskrsnica sa semaforom,kontrolisana raskrsnica
358,aktivan,359,Raskrsnica sa semaforom,kontrolisana raskrsnica
359,aktivan,357,Raskrsnica sa semaforom,kontrolisana raskrsnica
359,aktivan,358,Raskrsnica sa semaforom,kontrolisana raskrsnica
359,aktivan,359,Raskrsnica sa semaforom,kontrolisana raskrsnica
360,aktivan,360,Raskrsnica sa semaforom,kontrolisana raskrsnica
360,aktivan,361,Raskrsnica sa semaforom,kontrolisana raskrsnica
360,aktivan,362,Raskrsnica sa semaforom,kontrolisana raskrsnica
361,aktivan,360,Raskrsnica sa semaforom,kontrolisana raskrsnica
361,aktivan,361,Raskrsnica sa semaforom,kontrolisana raskrsnica
361,aktivan,363,Raskrsnica sa semaforom,kontrolisana raskrsnica
362,aktivan,360,Raskrsnica sa semaforom,kontrolisana raskrsnica
362,aktivan,362,Raskrsnica sa semaforom,kontrolisana raskrsnica
362,aktivan,363,Raskrsnica sa semaforom,kontrolisana raskrsnica
363,aktivan,361,Raskrsnica sa semaforom,kontrolisana raskrsnica
363,aktivan,362,Raskrsnica sa semaforom,kontrolisana raskrsnica
363,aktivan,363,Raskrsnica sa semaforom,kontrolisana raskrsnica
364,aktivan,364,Raskrsnica sa semaforom,kontrolisana raskrsnica
365,aktivan,365,Raskrsnica sa semaforom,kontrolisana raskrsnica
366,aktivan,366,Raskrsnica sa semaforom,kontrolisana raskrsnica
367,aktivan,367,Raskrsnica sa semaforom,kontrolisana raskrsnica
368,aktivan,50,Raskrsnica sa semaforom,kontrolisana raskrsnica
368,aktivan,51,Raskrsnica sa semaforom,kontrolisana raskrsnica
368,aktivan,368,Raskrsnica sa semaforom,kontrolisana raskrsnica
369,aktivan,369,Raskrsnica sa semaforom,kontrolisana raskrsnica
369,aktivan,370,Raskrsnica sa semaforom,kontrolisana raskrsnica
369,aktivan,371,Raskrsnica sa semaforom,kontrolisana raskrsnica
370,aktivan,369,Raskrsnica sa semaforom,kontrolisana raskrsnica
370,aktivan,370,Raskrsnica sa semaforom,kontrolisana raskrsnica
370,aktivan,372,Raskrsnica sa semaforom,kontrolisana raskrsnica
371,aktivan,369,Raskrsnica sa semaforom,kontrolisana raskrsnica
371,aktivan,371,Raskrsnica sa semaforom,kontrolisana raskrsnica
371,aktivan,372,Raskrsnica sa semaforom,kontrolisana raskrsnica
372,aktivan,370,Raskrsnica sa semaforom,kontrolisana raskrsnica
372,aktivan,371,Raskrsnica sa semaforom,kontrolisana raskrsnica
372,aktivan,372,Raskrsnica sa semaforom,kontrolisana raskrsnica
373,aktivan,373,Raskrsnica sa semaforom,kontrolisana raskrsnica
374,aktivan,374,Raskrsnica sa semaforom,kontrolisana raskrsnica
375,aktivan,375,Raskrsnica sa semaforom,kontrolisana raskrsnica
376,aktivan,376,Raskrsnica sa semaforom,kontrolisana raskrsnica
377,aktivan,377,Raskrsnica sa semaforom,kontrolisana raskrsnica
378,aktivan,378,Raskrsnica sa semaforom,kontrolisana raskrsnica
379,aktivan,379,Raskrsnica sa semaforom,kontrolisana raskrsnica
380,aktivan,380,Raskrsnica sa semaforom,kontrolisana raskrsnica
381,aktivan,381,Raskrsnica sa semaforom,kontrolisana raskrsnica
382,aktivan,382,Raskrsnica sa semaforom,kontrolisana raskrsnica
382,aktivan,383,Raskrsnica sa semaforom,kontrolisana raskrsnica
383,aktivan,382,Raskrsnica sa semaforom,kontrolisana raskrsnica
383,aktivan,383,Raskrsnica sa semaforom,kontrolisana raskrsnica
384,aktivan,384,Raskrsnica sa semaforom,kontrolisana raskrsnica
384,aktivan,385,Raskrsnica sa semaforom,kontrolisana raskrsnica
385,aktivan,384,Raskrsnica sa semaforom,kontrolisana raskrsnica
385,aktivan,385,Raskrsnica sa semaforom,kontrolisana raskrsnica
386,aktivan,386,Raskrsnica sa semaforom,kontrolisana raskrsnica
386,aktivan,387,Raskrsnica sa semaforom,kontrolisana raskrsnica
386,aktivan,388,Raskrsnica sa semaforom,kontrolisana raskrsnica
387,aktivan,386,Raskrsnica sa semaforom,kontrolisana raskrsnica
387,aktivan,387,Raskrsnica sa semaforom,kontrolisana raskrsnica
387,aktivan,388,Raskrsnica sa semaforom,kontrolisana raskrsnica
387,aktivan,389,Raskrsnica sa semaforom,kontrolisana raskrsnica
388,aktivan,386,Raskrsnica sa semaforom,kontrolisana raskrsnica
388,aktivan,387,Raskrsnica sa semaforom,kontrolisana raskrsnica
388,aktivan,388,Raskrsnica sa semaforom,kontrolisana raskrsnica
388,aktivan,389,Raskrsnica sa semaforom,kontrolisana raskrsnica
389,aktivan,387,Raskrsnica sa semaforom,kontrolisana raskrsnica
389,aktivan,388,Raskrsnica sa semaforom,kontrolisana raskrsnica
389,aktivan,389,Raskrsnica sa semaforom,kontrolisana raskrsnica
390,aktivan,390,Raskrsnica sa semaforom,kontrolisana raskrsnica
390,aktivan,391,Raskrsnica sa semaforom,kontrolisana raskrsnica
391,aktivan,390,Raskrsnica sa semaforom,kontrolisana raskrsnica
391,aktivan,391,Raskrsnica sa semaforom,kontrolisana raskrsnica
392,aktivan,392,Raskrsnica sa semaforom,kontrolisana raskrsnica
392,aktivan,393,Raskrsnica sa semaforom,kontrolisana raskrsnica
393,aktivan,392,Raskrsnica sa semaforom,kontrolisana raskrsnica
393,aktivan,393,Raskrsnica sa semaforom,kontrolisana raskrsnica
394,aktivan,394,Raskrsnica sa semaforom,kontrolisana raskrsnica
394,aktivan,395,Raskrsnica sa semaforom,kontrolisana raskrsnica
394,aktivan,396,Raskrsnica sa semaforom,kontrolisana raskrsnica
394,aktivan,397,Raskrsnica sa semaforom,kontrolisana raskrsnica
395,aktivan,394,Raskrsnica sa semaforom,kontrolisana raskrsnica
395,aktivan,395,Raskrsnica sa semaforom,kontrolisana raskrsnica
395,aktivan,397,Raskrsnica sa semaforom,kontrolisana raskrsnica
396,aktivan,394,Raskrsnica sa semaforom,kontrolisana raskrsnica
396,aktivan,396,Raskrsnica sa semaforom,kontrolisana raskrsnica
396,aktivan,397,Raskrsnica sa semaforom,kontrolisana raskrsnica
397,aktivan,394,Raskrsnica sa semaforom,kontrolisana raskrsnica
397,aktivan,395,Raskrsnica sa semaforom,kontrolisana raskrsnica
397,aktivan,396,Raskrsnica sa semaforom,kontrolisana raskrsnica
397,aktivan,397,Raskrsnica sa semaforom,kontrolisana raskrsnica
398,aktivan,398,Raskrsnica sa semaforom,kontrolisana raskrsnica
398,aktivan,399,Raskrsnica sa semaforom,kontrolisana raskrsnica
398,aktivan,400,Raskrsnica sa semaforom,kontrolisana raskrsnica
399,aktivan,398,Raskrsnica sa semaforom,kontrolisana raskrsnica
399,aktivan,399,Raskrsnica sa semaforom,kontrolisana raskrsnica
399,aktivan,401,Raskrsnica sa semaforom,kontrolisana raskrsnica
400,aktivan,398,Raskrsnica sa semaforom,kontrolisana raskrsnica
400,aktivan,400,Raskrsnica sa semaforom,kontrolisana raskrsnica
400,aktivan,401,Raskrsnica sa semaforom,kontrolisana raskrsnica
401,aktivan,399,Raskrsnica sa semaforom,kontrolisana raskrsnica
401,aktivan,400,Raskrsnica sa semaforom,kontrolisana raskrsnica
401,aktivan,401,Raskrsnica sa semaforom,kontrolisana raskrsnica
402,aktivan,402,Raskrsnica sa semaforom,kontrolisana raskrsnica
402,aktivan,405,Raskrsnica sa semaforom,kontrolisana raskrsnica
402,aktivan,407,Raskrsnica sa semaforom,kontrolisana raskrsnica
403,aktivan,403,Raskrsnica sa semaforom,kontrolisana raskrsnica
404,aktivan,404,Raskrsnica sa semaforom,kontrolisana raskrsnica
404,aktivan,413,Raskrsnica sa semaforom,kontrolisana raskrsnica
405,aktivan,402,Raskrsnica sa semaforom,kontrolisana raskrsnica
405,aktivan,405,Raskrsnica sa semaforom,kontrolisana raskrsnica
405,aktivan,406,Raskrsnica sa semaforom,kontrolisana raskrsnica
406,aktivan,405,Raskrsnica sa semaforom,kontrolisana raskrsnica
406,aktivan,406,Raskrsnica sa semaforom,kontrolisana raskrsnica
406,aktivan,407,Raskrsnica sa semaforom,kontrolisana raskrsnica
407,aktivan,402,Raskrsnica sa semaforom,kontrolisana raskrsnica
407,aktivan,406,Raskrsnica sa semaforom,kontrolisana raskrsnica
407,aktivan,407,Raskrsnica sa semaforom,kontrolisana raskrsnica
408,aktivan,408,Raskrsnica sa semaforom,kontrolisana raskrsnica
409,aktivan,346,Raskrsnica sa semaforom,kontrolisana raskrsnica
409,aktivan,347,Raskrsnica sa semaforom,kontrolisana raskrsnica
409,aktivan,409,Raskrsnica sa semaforom,kontrolisana raskrsnica
409,aktivan,410,Raskrsnica sa semaforom,kontrolisana raskrsnica
410,aktivan,347,Raskrsnica sa semaforom,kontrolisana raskrsnica
