znak_id,tip_znaka,stanje,ulica_id,naziv_ulice,tip_ulice
1,stop,dobro,159,Пут за Руму,primary
1,stop,dobro,160,Nepoznata ulica,secondary
1,stop,dobro,162,Пут за Руму,primary
1,stop,dobro,167,Nepoznata ulica,secondary
1,stop,dobro,168,Пут за Руму,primary
1,stop,dobro,169,Пут за Руму,primary
1,stop,dobro,171,Пут за Руму,primary
1,stop,dobro,172,Пут за Руму,primary
2,stop,dobro,160,Nepoznata ulica,secondary
2,stop,dobro,162,Пут за Руму,primary
2,stop,dobro,167,Nepoznata ulica,secondary
2,stop,dobro,168,Пут за Руму,primary
2,stop,dobro,169,Пут за Руму,primary
2,stop,dobro,171,Пут за Руму,primary
2,stop,dobro,172,Пут за Руму,primary
3,stop,dobro,167,Nepoznata ulica,secondary
3,stop,dobro,168,Пут за Руму,primary
3,stop,dobro,169,Пут за Руму,primary
3,stop,dobro,171,Пут за Руму,primary
3,stop,dobro,172,Пут за Руму,primary
4,stop,dobro,172,Пут за Руму,primary
4,stop,dobro,185,Пут за Руму,primary
4,stop,dobro,309,Пут за Руму,primary
4,stop,dobro,310,Пут за Руму,primary
5,pedestrian_crossing,dobro,357,Железничка,tertiary
5,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
5,pedestrian_crossing,dobro,488,Железничка,tertiary
5,pedestrian_crossing,dobro,489,Железничка,tertiary
5,pedestrian_crossing,dobro,491,Железничка,tertiary
6,stop,dobro,136,Иришки пут,primary
6,stop,dobro,142,Иришки пут,primary
6,stop,dobro,860,Иришки пут,primary
7,pedestrian_crossing,dobro,136,Иришки пут,primary
7,pedestrian_crossing,dobro,142,Иришки пут,primary
7,pedestrian_crossing,dobro,860,Иришки пут,primary
8,pedestrian_crossing,dobro,142,Иришки пут,primary
8,pedestrian_crossing,dobro,147,Иришки пут,primary
8,pedestrian_crossing,dobro,151,Иришки пут,primary
9,pedestrian_crossing,dobro,319,Пут за Руму,primary
9,pedestrian_crossing,dobro,320,Пут за Руму,primary
10,pedestrian_crossing,dobro,357,Железничка,tertiary
10,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
10,pedestrian_crossing,dobro,488,Железничка,tertiary
10,pedestrian_crossing,dobro,489,Железничка,tertiary
10,pedestrian_crossing,dobro,491,Железничка,tertiary
11,stop,dobro,151,Иришки пут,primary
11,stop,dobro,153,Иришки пут,primary
12,stop,dobro,152,Nepoznata ulica,secondary
12,stop,dobro,153,Иришки пут,primary
12,stop,dobro,154,Nepoznata ulica,secondary
12,stop,dobro,155,Пут за Руму,primary
13,pedestrian_crossing,dobro,346,Лоле Рибара,tertiary
14,pedestrian_crossing,dobro,346,Лоле Рибара,tertiary
14,pedestrian_crossing,dobro,365,Трг Змај Јове,secondary
14,pedestrian_crossing,dobro,366,Трг Змај Јове,secondary
14,pedestrian_crossing,dobro,367,Лоле Рибара,tertiary
14,pedestrian_crossing,dobro,368,Трг Змај Јове,secondary
14,pedestrian_crossing,dobro,369,Карађорђева,secondary
14,pedestrian_crossing,dobro,376,Карађорђева,secondary
14,pedestrian_crossing,dobro,2185,Карађорђева,secondary
15,pedestrian_crossing,dobro,346,Лоле Рибара,tertiary
15,pedestrian_crossing,dobro,365,Трг Змај Јове,secondary
15,pedestrian_crossing,dobro,366,Трг Змај Јове,secondary
15,pedestrian_crossing,dobro,367,Лоле Рибара,tertiary
15,pedestrian_crossing,dobro,368,Трг Змај Јове,secondary
15,pedestrian_crossing,dobro,369,Карађорђева,secondary
15,pedestrian_crossing,dobro,376,Карађорђева,secondary
15,pedestrian_crossing,dobro,2185,Карађорђева,secondary
16,stop,dobro,346,Лоле Рибара,tertiary
16,stop,dobro,365,Трг Змај Јове,secondary
16,stop,dobro,366,Трг Змај Јове,secondary
16,stop,dobro,367,Лоле Рибара,tertiary
16,stop,dobro,368,Трг Змај Јове,secondary
16,stop,dobro,369,Карађорђева,secondary
16,stop,dobro,376,Карађорђева,secondary
16,stop,dobro,2185,Карађорђева,secondary
18,stop,dobro,357,Железничка,tertiary
18,stop,dobro,481,Моше Пијаде,tertiary
18,stop,dobro,488,Железничка,tertiary
18,stop,dobro,489,Железничка,tertiary
18,stop,dobro,491,Железничка,tertiary
19,pedestrian_crossing,dobro,357,Железничка,tertiary
19,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
19,pedestrian_crossing,dobro,488,Железничка,tertiary
19,pedestrian_crossing,dobro,489,Железничка,tertiary
19,pedestrian_crossing,dobro,491,Железничка,tertiary
20,pedestrian_crossing,dobro,357,Железничка,tertiary
20,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
20,pedestrian_crossing,dobro,488,Железничка,tertiary
20,pedestrian_crossing,dobro,489,Железничка,tertiary
20,pedestrian_crossing,dobro,491,Железничка,tertiary
21,stop,dobro,357,Железничка,tertiary
21,stop,dobro,481,Моше Пијаде,tertiary
21,stop,dobro,488,Железничка,tertiary
21,stop,dobro,489,Железничка,tertiary
21,stop,dobro,491,Железничка,tertiary
22,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
22,pedestrian_crossing,dobro,488,Железничка,tertiary
22,pedestrian_crossing,dobro,489,Железничка,tertiary
22,pedestrian_crossing,dobro,491,Железничка,tertiary
23,stop,dobro,357,Железничка,tertiary
23,stop,dobro,481,Моше Пијаде,tertiary
23,stop,dobro,488,Железничка,tertiary
23,stop,dobro,489,Железничка,tertiary
23,stop,dobro,491,Железничка,tertiary
24,pedestrian_crossing,dobro,357,Железничка,tertiary
24,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
24,pedestrian_crossing,dobro,488,Железничка,tertiary
24,pedestrian_crossing,dobro,489,Железничка,tertiary
24,pedestrian_crossing,dobro,491,Железничка,tertiary
25,pedestrian_crossing,dobro,357,Железничка,tertiary
25,pedestrian_crossing,dobro,481,Моше Пијаде,tertiary
25,pedestrian_crossing,dobro,488,Железничка,tertiary
25,pedestrian_crossing,dobro,489,Железничка,tertiary
25,pedestrian_crossing,dobro,491,Железничка,tertiary
26,stop,dobro,512,Војводе Путника,secondary
27,stop,dobro,512,Војводе Путника,secondary
28,pedestrian_crossing,dobro,346,Лоле Рибара,tertiary
28,pedestrian_crossing,dobro,357,Железничка,tertiary
28,pedestrian_crossing,dobro,365,Трг Змај Јове,secondary
28,pedestrian_crossing,dobro,366,Трг Змај Јове,secondary
28,pedestrian_crossing,dobro,367,Лоле Рибара,tertiary
28,pedestrian_crossing,dobro,368,Трг Змај Јове,secondary
28,pedestrian_crossing,dobro,494,Трг Змај Јове,tertiary
28,pedestrian_crossing,dobro,497,Војводе Путника,secondary
28,pedestrian_crossing,dobro,512,Војводе Путника,secondary
29,pedestrian_crossing,dobro,346,Лоле Рибара,tertiary
29,pedestrian_crossing,dobro,357,Железничка,tertiary
29,pedestrian_crossing,dobro,365,Трг Змај Јове,secondary
29,pedestrian_crossing,dobro,366,Трг Змај Јове,secondary
29,pedestrian_crossing,dobro,367,Лоле Рибара,tertiary
29,pedestrian_crossing,dobro,368,Трг Змај Јове,secondary
29,pedestrian_crossing,dobro,369,Карађорђева,secondary
29,pedestrian_crossing,dobro,494,Трг Змај Јове,tertiary
29,pedestrian_crossing,dobro,497,Војводе Путника,secondary
29,pedestrian_crossing,dobro,512,Војводе Путника,secondary
31,pedestrian_crossing,dobro,3323,Мост слободе,trunk
31,pedestrian_crossing,dobro,3324,Мост слободе,trunk
33,pedestrian_crossing,dobro,3323,Мост слободе,trunk
33,pedestrian_crossing,dobro,3324,Мост слободе,trunk
34,pedestrian_crossing,dobro,3323,Мост слободе,trunk
35,pedestrian_crossing,dobro,3323,Мост слободе,trunk
35,pedestrian_crossing,dobro,3324,Мост слободе,trunk
36,pedestrian_crossing,dobro,3323,Мост слободе,trunk
37,pedestrian_crossing,dobro,3323,Мост слободе,trunk
38,stop,dobro,3323,Мост слободе,trunk
39,pedestrian_crossing,dobro,3323,Мост слободе,trunk
39,pedestrian_crossing,dobro,3324,Мост слободе,trunk
40,pedestrian_crossing,dobro,3323,Мост слободе,trunk
40,pedestrian_crossing,dobro,3324,Мост слободе,trunk
41,pedestrian_crossing,dobro,3323,Мост слободе,trunk
41,pedestrian_crossing,dobro,3324,Мост слободе,trunk
42,pedestrian_crossing,dobro,3323,Мост слободе,trunk
42,pedestrian_crossing,dobro,3324,Мост слободе,trunk
43,pedestrian_crossing,dobro,3323,Мост слободе,trunk
43,pedestrian_crossing,dobro,3324,Мост слободе,trunk
44,pedestrian_crossing,dobro,3323,Мост слободе,trunk
44,pedestrian_crossing,dobro,3324,Мост слободе,trunk
45,pedestrian_crossing,dobro,3323,Мост слободе,trunk
45,pedestrian_crossing,dobro,3324,Мост слободе,trunk
46,pedestrian_crossing,dobro,3323,Мост слободе,trunk
46,pedestrian_crossing,dobro,3324,Мост слободе,trunk
47,pedestrian_crossing,dobro,3323,Мост слободе,trunk
47,pedestrian_crossing,dobro,3324,Мост слободе,trunk
47,pedestrian_crossing,dobro,3397,Булевар ослобођења,secondary
47,pedestrian_crossing,dobro,3401,Булевар ослобођења,secondary
48,pedestrian_crossing,dobro,3323,Мост слободе,trunk
48,pedestrian_crossing,dobro,3324,Мост слободе,trunk
48,pedestrian_crossing,dobro,3397,Булевар ослобођења,secondary
48,pedestrian_crossing,dobro,3401,Булевар ослобођења,secondary
49,stop,dobro,3323,Мост слободе,trunk
49,stop,dobro,3324,Мост слободе,trunk
49,stop,dobro,3397,Булевар ослобођења,secondary
49,stop,dobro,3401,Булевар ослобођења,secondary
50,pedestrian_crossing,dobro,3323,Мост слободе,trunk
50,pedestrian_crossing,dobro,3324,Мост слободе,trunk
50,pedestrian_crossing,dobro,3397,Булевар ослобођења,secondary
50,pedestrian_crossing,dobro,3401,Булевар ослобођења,secondary
51,pedestrian_crossing,dobro,3324,Мост слободе,trunk
52,pedestrian_crossing,dobro,3323,Мост слободе,trunk
52,pedestrian_crossing,dobro,3324,Мост слободе,trunk
52,pedestrian_crossing,dobro,3397,Булевар ослобођења,secondary
52,pedestrian_crossing,dobro,3401,Булевар ослобођења,secondary
53,pedestrian_crossing,dobro,3323,Мост слободе,trunk
53,pedestrian_crossing,dobro,3324,Мост слободе,trunk
53,pedestrian_crossing,dobro,3397,Булевар ослобођења,secondary
53,pedestrian_crossing,dobro,3401,Булевар ослобођења,secondary
68,stop,dobro,118,Иришки пут,primary
68,stop,dobro,119,Иришки пут,primary
68,stop,dobro,846,Иришки пут,primary
69,stop,dobro,2050,Nepoznata ulica,secondary
69,stop,dobro,2053,Nepoznata ulica,secondary
69,stop,dobro,2054,Карађорђева,secondary
69,stop,dobro,2056,Карађорђева,secondary
69,stop,dobro,2058,Карађорђева,secondary
69,stop,dobro,2188,Карађорђева,secondary
69,stop,dobro,2190,Карађорђева,secondary
69,stop,dobro,2192,Карађорђева,secondary
70,stop,dobro,1547,Светосавска,tertiary
70,stop,dobro,1551,Светосавска,tertiary
71,pedestrian_crossing,dobro,1547,Светосавска,tertiary
71,pedestrian_crossing,dobro,1551,Светосавска,tertiary
72,stop,dobro,1547,Светосавска,tertiary
72,stop,dobro,1551,Светосавска,tertiary
74,pedestrian_crossing,dobro,1436,Манастирска,tertiary
75,pedestrian_crossing,dobro,1547,Светосавска,tertiary
75,pedestrian_crossing,dobro,1551,Светосавска,tertiary
76,pedestrian_crossing,dobro,1547,Светосавска,tertiary
76,pedestrian_crossing,dobro,1551,Светосавска,tertiary
76,pedestrian_crossing,dobro,1561,Светосавска,tertiary
77,stop,dobro,1547,Светосавска,tertiary
77,stop,dobro,1549,Трг Беочинске фабрике цемента,tertiary
77,stop,dobro,1793,Цементашка,tertiary
78,pedestrian_crossing,dobro,1547,Светосавска,tertiary
78,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
78,pedestrian_crossing,dobro,1793,Цементашка,tertiary
79,pedestrian_crossing,dobro,1547,Светосавска,tertiary
79,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
79,pedestrian_crossing,dobro,1793,Цементашка,tertiary
80,pedestrian_crossing,dobro,1547,Светосавска,tertiary
80,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
80,pedestrian_crossing,dobro,1793,Цементашка,tertiary
81,pedestrian_crossing,dobro,1547,Светосавска,tertiary
81,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
81,pedestrian_crossing,dobro,1793,Цементашка,tertiary
82,pedestrian_crossing,dobro,1547,Светосавска,tertiary
82,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
82,pedestrian_crossing,dobro,1793,Цементашка,tertiary
83,pedestrian_crossing,dobro,1547,Светосавска,tertiary
83,pedestrian_crossing,dobro,1551,Светосавска,tertiary
83,pedestrian_crossing,dobro,1561,Светосавска,tertiary
84,pedestrian_crossing,dobro,1547,Светосавска,tertiary
84,pedestrian_crossing,dobro,1549,Трг Беочинске фабрике цемента,tertiary
84,pedestrian_crossing,dobro,1793,Цементашка,tertiary
85,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
85,pedestrian_crossing,dobro,1566,Светосавска,tertiary
85,pedestrian_crossing,dobro,1571,Светосавска,tertiary
85,pedestrian_crossing,dobro,1572,Светосавска,tertiary
85,pedestrian_crossing,dobro,1574,Светосавска,tertiary
86,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
86,pedestrian_crossing,dobro,1563,Светосавска,tertiary
86,pedestrian_crossing,dobro,1565,Светосавска,tertiary
86,pedestrian_crossing,dobro,1566,Светосавска,tertiary
86,pedestrian_crossing,dobro,1571,Светосавска,tertiary
86,pedestrian_crossing,dobro,1572,Светосавска,tertiary
86,pedestrian_crossing,dobro,1574,Светосавска,tertiary
87,stop,dobro,1538,Фрушкогорска,tertiary
87,stop,dobro,1566,Светосавска,tertiary
87,stop,dobro,1571,Светосавска,tertiary
87,stop,dobro,1572,Светосавска,tertiary
87,stop,dobro,1574,Светосавска,tertiary
88,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
88,pedestrian_crossing,dobro,1566,Светосавска,tertiary
88,pedestrian_crossing,dobro,1571,Светосавска,tertiary
88,pedestrian_crossing,dobro,1572,Светосавска,tertiary
88,pedestrian_crossing,dobro,1574,Светосавска,tertiary
89,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
89,pedestrian_crossing,dobro,1566,Светосавска,tertiary
89,pedestrian_crossing,dobro,1571,Светосавска,tertiary
89,pedestrian_crossing,dobro,1572,Светосавска,tertiary
89,pedestrian_crossing,dobro,1574,Светосавска,tertiary
90,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
90,pedestrian_crossing,dobro,1566,Светосавска,tertiary
90,pedestrian_crossing,dobro,1571,Светосавска,tertiary
90,pedestrian_crossing,dobro,1572,Светосавска,tertiary
90,pedestrian_crossing,dobro,1574,Светосавска,tertiary
91,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
91,pedestrian_crossing,dobro,1566,Светосавска,tertiary
91,pedestrian_crossing,dobro,1571,Светосавска,tertiary
91,pedestrian_crossing,dobro,1572,Светосавска,tertiary
91,pedestrian_crossing,dobro,1574,Светосавска,tertiary
91,pedestrian_crossing,dobro,1768,Светосавска,tertiary
92,pedestrian_crossing,dobro,1538,Фрушкогорска,tertiary
92,pedestrian_crossing,dobro,1566,Светосавска,tertiary
92,pedestrian_crossing,dobro,1571,Светосавска,tertiary
92,pedestrian_crossing,dobro,1572,Светосавска,tertiary
92,pedestrian_crossing,dobro,1574,Светосавска,tertiary
92,pedestrian_crossing,dobro,1768,Светосавска,tertiary
93,stop,dobro,1538,Фрушкогорска,tertiary
93,stop,dobro,1566,Светосавска,tertiary
93,stop,dobro,1571,Светосавска,tertiary
93,stop,dobro,1572,Светосавска,tertiary
93,stop,dobro,1574,Светосавска,tertiary
93,stop,dobro,1768,Светосавска,tertiary
95,pedestrian_crossing,dobro,1551,Светосавска,tertiary
95,pedestrian_crossing,dobro,1561,Светосавска,tertiary
95,pedestrian_crossing,dobro,1563,Светосавска,tertiary
96,pedestrian_crossing,dobro,1561,Светосавска,tertiary
96,pedestrian_crossing,dobro,1563,Светосавска,tertiary
96,pedestrian_crossing,dobro,1565,Светосавска,tertiary
96,pedestrian_crossing,dobro,1566,Светосавска,tertiary
105,pedestrian_crossing,dobro,1563,Светосавска,tertiary
105,pedestrian_crossing,dobro,1565,Светосавска,tertiary
105,pedestrian_crossing,dobro,1566,Светосавска,tertiary
105,pedestrian_crossing,dobro,1571,Светосавска,tertiary
105,pedestrian_crossing,dobro,1572,Светосавска,tertiary
106,stop,dobro,1563,Светосавска,tertiary
106,stop,dobro,1565,Светосавска,tertiary
106,stop,dobro,1566,Светосавска,tertiary
106,stop,dobro,1571,Светосавска,tertiary
106,stop,dobro,1572,Светосавска,tertiary
108,pedestrian_crossing,dobro,1793,Цементашка,tertiary
109,pedestrian_crossing,dobro,1793,Цементашка,tertiary
110,stop,dobro,1846,Nepoznata ulica,secondary
111,pedestrian_crossing,dobro,935,Вука Караџића,tertiary
111,pedestrian_crossing,dobro,949,Вука Караџића,tertiary
112,railway_crossing,dobro,1263,Лединачки пут,secondary
112,railway_crossing,dobro,1264,Лединачки пут,secondary
113,stop,dobro,1238,Дунавска,secondary
113,stop,dobro,1249,Лединачки пут,secondary
113,stop,dobro,1251,Лединачки пут,secondary
113,stop,dobro,1252,Лединачки пут,secondary
114,pedestrian_crossing,dobro,1249,Лединачки пут,secondary
114,pedestrian_crossing,dobro,1251,Лединачки пут,secondary
114,pedestrian_crossing,dobro,1252,Лединачки пут,secondary
114,pedestrian_crossing,dobro,1253,Лединачки пут,secondary
115,stop,dobro,1255,Лединачки пут,secondary
115,stop,dobro,1257,Лединачки пут,secondary
115,stop,dobro,1260,Лединачки пут,secondary
115,stop,dobro,1262,Лединачки пут,secondary
115,stop,dobro,1263,Лединачки пут,secondary
117,stop,dobro,1130,Дунавска,secondary
117,stop,dobro,1222,Дунавска,secondary
117,stop,dobro,1223,Дунавска,secondary
117,stop,dobro,1226,Дунавска,secondary
118,railway_crossing,dobro,1130,Дунавска,secondary
118,railway_crossing,dobro,1222,Дунавска,secondary
118,railway_crossing,dobro,1223,Дунавска,secondary
118,railway_crossing,dobro,1226,Дунавска,secondary
119,pedestrian_crossing,dobro,1108,Фрушкогорска,tertiary
119,pedestrian_crossing,dobro,1222,Дунавска,secondary
119,pedestrian_crossing,dobro,1223,Дунавска,secondary
119,pedestrian_crossing,dobro,1226,Дунавска,secondary
119,pedestrian_crossing,dobro,1227,Фрушкогорска,tertiary
119,pedestrian_crossing,dobro,1228,Фрушкогорска,tertiary
119,pedestrian_crossing,dobro,1239,Дунавска,secondary
119,pedestrian_crossing,dobro,1241,Дунавска,secondary
119,pedestrian_crossing,dobro,1242,Дунавска,secondary
120,railway_crossing,dobro,1222,Дунавска,secondary
120,railway_crossing,dobro,1223,Дунавска,secondary
120,railway_crossing,dobro,1226,Дунавска,secondary
120,railway_crossing,dobro,1239,Дунавска,secondary
121,railway_crossing,dobro,1222,Дунавска,secondary
121,railway_crossing,dobro,1223,Дунавска,secondary
121,railway_crossing,dobro,1226,Дунавска,secondary
122,stop,dobro,1108,Фрушкогорска,tertiary
122,stop,dobro,1226,Дунавска,secondary
122,stop,dobro,1227,Фрушкогорска,tertiary
122,stop,dobro,1228,Фрушкогорска,tertiary
122,stop,dobro,1239,Дунавска,secondary
122,stop,dobro,1241,Дунавска,secondary
122,stop,dobro,1242,Дунавска,secondary
122,stop,dobro,1243,Дунавска,secondary
124,stop,dobro,1108,Фрушкогорска,tertiary
124,stop,dobro,1226,Дунавска,secondary
124,stop,dobro,1227,Фрушкогорска,tertiary
124,stop,dobro,1228,Фрушкогорска,tertiary
124,stop,dobro,1239,Дунавска,secondary
124,stop,dobro,1241,Дунавска,secondary
124,stop,dobro,1242,Дунавска,secondary
124,stop,dobro,1243,Дунавска,secondary
125,railway_crossing,dobro,1108,Фрушкогорска,tertiary
125,railway_crossing,dobro,1223,Дунавска,secondary
125,railway_crossing,dobro,1226,Дунавска,secondary
125,railway_crossing,dobro,1227,Фрушкогорска,tertiary
125,railway_crossing,dobro,1228,Фрушкогорска,tertiary
125,railway_crossing,dobro,1239,Дунавска,secondary
125,railway_crossing,dobro,1241,Дунавска,secondary
125,railway_crossing,dobro,1242,Дунавска,secondary
126,railway_crossing,dobro,1108,Фрушкогорска,tertiary
126,railway_crossing,dobro,1223,Дунавска,secondary
126,railway_crossing,dobro,1226,Дунавска,secondary
126,railway_crossing,dobro,1227,Фрушкогорска,tertiary
126,railway_crossing,dobro,1228,Фрушкогорска,tertiary
126,railway_crossing,dobro,1239,Дунавска,secondary
126,railway_crossing,dobro,1241,Дунавска,secondary
126,railway_crossing,dobro,1242,Дунавска,secondary
127,railway_crossing,dobro,1108,Фрушкогорска,tertiary
127,railway_crossing,dobro,1223,Дунавска,secondary
127,railway_crossing,dobro,1226,Дунавска,secondary
127,railway_crossing,dobro,1227,Фрушкогорска,tertiary
127,railway_crossing,dobro,1228,Фрушкогорска,tertiary
127,railway_crossing,dobro,1239,Дунавска,secondary
127,railway_crossing,dobro,1241,Дунавска,secondary
127,railway_crossing,dobro,1242,Дунавска,secondary
129,stop,dobro,1108,Фрушкогорска,tertiary
129,stop,dobro,1227,Фрушкогорска,tertiary
129,stop,dobro,1228,Фрушкогорска,tertiary
129,stop,dobro,1239,Дунавска,secondary
129,stop,dobro,1241,Дунавска,secondary
129,stop,dobro,1242,Дунавска,secondary
129,stop,dobro,1243,Дунавска,secondary
132,stop,dobro,1234,Дунавска,secondary
132,stop,dobro,1237,Дунавска,secondary
133,railway_crossing,dobro,1234,Дунавска,secondary
133,railway_crossing,dobro,1237,Дунавска,secondary
134,railway_crossing,dobro,1234,Дунавска,secondary
134,railway_crossing,dobro,1237,Дунавска,secondary
135,pedestrian_crossing,dobro,2090,Подунавска,tertiary
136,pedestrian_crossing,dobro,1263,Лединачки пут,secondary
136,pedestrian_crossing,dobro,1264,Лединачки пут,secondary
137,pedestrian_crossing,dobro,1263,Лединачки пут,secondary
137,pedestrian_crossing,dobro,1264,Лединачки пут,secondary
137,pedestrian_crossing,dobro,2084,Лединачки пут,secondary
137,pedestrian_crossing,dobro,2085,Лединачки пут,secondary
138,pedestrian_crossing,dobro,1264,Лединачки пут,secondary
138,pedestrian_crossing,dobro,2084,Лединачки пут,secondary
138,pedestrian_crossing,dobro,2085,Лединачки пут,secondary
139,stop,dobro,1264,Лединачки пут,secondary
139,stop,dobro,2084,Лединачки пут,secondary
139,stop,dobro,2085,Лединачки пут,secondary
140,railway_crossing,dobro,1255,Лединачки пут,secondary
140,railway_crossing,dobro,1257,Лединачки пут,secondary
140,railway_crossing,dobro,1260,Лединачки пут,secondary
140,railway_crossing,dobro,1262,Лединачки пут,secondary
140,railway_crossing,dobro,1263,Лединачки пут,secondary
141,stop,dobro,1253,Лединачки пут,secondary
141,stop,dobro,1255,Лединачки пут,secondary
141,stop,dobro,1257,Лединачки пут,secondary
141,stop,dobro,1260,Лединачки пут,secondary
141,stop,dobro,1262,Лединачки пут,secondary
141,stop,dobro,1263,Лединачки пут,secondary
142,stop,dobro,2040,Карађорђева,secondary
142,stop,dobro,2044,Лединачки пут,secondary
142,stop,dobro,2045,Лединачки пут,secondary
142,stop,dobro,2046,Лединачки пут,secondary
142,stop,dobro,2047,Карађорђева,secondary
143,pedestrian_crossing,dobro,2044,Лединачки пут,secondary
143,pedestrian_crossing,dobro,2045,Лединачки пут,secondary
143,pedestrian_crossing,dobro,2046,Лединачки пут,secondary
143,pedestrian_crossing,dobro,2047,Карађорђева,secondary
144,stop,dobro,2040,Карађорђева,secondary
144,stop,dobro,2044,Лединачки пут,secondary
144,stop,dobro,2045,Лединачки пут,secondary
144,stop,dobro,2046,Лединачки пут,secondary
144,stop,dobro,2047,Карађорђева,secondary
145,stop,dobro,118,Иришки пут,primary
145,stop,dobro,119,Иришки пут,primary
145,stop,dobro,120,Иришки пут,primary
145,stop,dobro,122,Иришки пут,primary
145,stop,dobro,124,Иришки пут,primary
145,stop,dobro,126,Иришки пут,primary
146,stop,dobro,124,Иришки пут,primary
146,stop,dobro,126,Иришки пут,primary
146,stop,dobro,860,Иришки пут,primary
147,pedestrian_crossing,dobro,1182,Фрушкогорски пут,tertiary
147,pedestrian_crossing,dobro,1183,Nepoznata ulica,secondary
147,pedestrian_crossing,dobro,2155,Фрушкогорски пут,tertiary
147,pedestrian_crossing,dobro,2161,Nepoznata ulica,secondary
148,railway_crossing,dobro,2161,Nepoznata ulica,secondary
149,pedestrian_crossing,dobro,2185,Карађорђева,secondary
149,pedestrian_crossing,dobro,2195,Трг краља Петра I,secondary
149,pedestrian_crossing,dobro,2196,Карађорђева,secondary
149,pedestrian_crossing,dobro,2200,Трг краља Петра I,secondary
149,pedestrian_crossing,dobro,2201,Трг краља Петра I,secondary
149,pedestrian_crossing,dobro,2202,Трг краља Петра I,secondary
150,pedestrian_crossing,dobro,2180,Карађорђева,secondary
150,pedestrian_crossing,dobro,2185,Карађорђева,secondary
150,pedestrian_crossing,dobro,2195,Трг краља Петра I,secondary
150,pedestrian_crossing,dobro,2196,Карађорђева,secondary
150,pedestrian_crossing,dobro,2200,Трг краља Петра I,secondary
150,pedestrian_crossing,dobro,2201,Трг краља Петра I,secondary
150,pedestrian_crossing,dobro,2202,Трг краља Петра I,secondary
151,stop,dobro,2180,Карађорђева,secondary
151,stop,dobro,2185,Карађорђева,secondary
151,stop,dobro,2195,Трг краља Петра I,secondary
151,stop,dobro,2196,Карађорђева,secondary
151,stop,dobro,2200,Трг краља Петра I,secondary
151,stop,dobro,2201,Трг краља Петра I,secondary
151,stop,dobro,2202,Трг краља Петра I,secondary
152,stop,dobro,2185,Карађорђева,secondary
152,stop,dobro,2195,Трг краља Петра I,secondary
152,stop,dobro,2200,Трг краља Петра I,secondary
152,stop,dobro,2201,Трг краља Петра I,secondary
152,stop,dobro,2202,Трг краља Петра I,secondary
154,stop,dobro,2050,Nepoznata ulica,secondary
154,stop,dobro,2053,Nepoznata ulica,secondary
154,stop,dobro,2054,Карађорђева,secondary
154,stop,dobro,2058,Карађорђева,secondary
154,stop,dobro,2188,Карађорђева,secondary
154,stop,dobro,2190,Карађорђева,secondary
154,stop,dobro,2192,Карађорђева,secondary
155,stop,dobro,2050,Nepoznata ulica,secondary
155,stop,dobro,2053,Nepoznata ulica,secondary
155,stop,dobro,2054,Карађорђева,secondary
155,stop,dobro,2058,Карађорђева,secondary
155,stop,dobro,2188,Карађорђева,secondary
155,stop,dobro,2190,Карађорђева,secondary
155,stop,dobro,2192,Карађорђева,secondary
156,stop,dobro,2179,Карађорђева,secondary
156,stop,dobro,2180,Карађорђева,secondary
156,stop,dobro,2192,Карађорђева,secondary
175,pedestrian_crossing,dobro,796,Карађорђева,tertiary
175,pedestrian_crossing,dobro,797,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2625,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2627,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2632,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2633,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2634,Карађорђева,tertiary
175,pedestrian_crossing,dobro,2635,Nepoznata ulica,tertiary
175,pedestrian_crossing,dobro,2636,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2625,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2627,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2632,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2633,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2634,Карађорђева,tertiary
176,pedestrian_crossing,dobro,2635,Nepoznata ulica,tertiary
