znak_id,tip_znaka,stanje,semafor_id,status
969,pedestrian_crossing,dobro,79,aktivan
969,pedestrian_crossing,dobro,80,aktivan
970,pedestrian_crossing,dobro,77,aktivan
970,pedestrian_crossing,dobro,78,aktivan
970,pedestrian_crossing,dobro,79,aktivan
970,pedestrian_crossing,dobro,80,aktivan
971,pedestrian_crossing,dobro,77,aktivan
971,pedestrian_crossing,dobro,78,aktivan
971,pedestrian_crossing,dobro,79,aktivan
971,pedestrian_crossing,dobro,80,aktivan
972,pedestrian_crossing,dobro,77,aktivan
972,pedestrian_crossing,dobro,78,aktivan
972,pedestrian_crossing,dobro,79,aktivan
972,pedestrian_crossing,dobro,80,aktivan
973,pedestrian_crossing,dobro,77,aktivan
973,pedestrian_crossing,dobro,78,aktivan
973,pedestrian_crossing,dobro,79,aktivan
973,pedestrian_crossing,dobro,80,aktivan
974,pedestrian_crossing,dobro,77,aktivan
974,pedestrian_crossing,dobro,78,aktivan
974,pedestrian_crossing,dobro,79,aktivan
974,pedestrian_crossing,dobro,80,aktivan
975,pedestrian_crossing,dobro,77,aktivan
975,pedestrian_crossing,dobro,78,aktivan
975,pedestrian_crossing,dobro,79,aktivan
975,pedestrian_crossing,dobro,80,aktivan
979,pedestrian_crossing,dobro,77,aktivan
979,pedestrian_crossing,dobro,78,aktivan
979,pedestrian_crossing,dobro,79,aktivan
979,pedestrian_crossing,dobro,80,aktivan
981,pedestrian_crossing,dobro,79,aktivan
981,pedestrian_crossing,dobro,80,aktivan
982,pedestrian_crossing,dobro,74,aktivan
982,pedestrian_crossing,dobro,81,aktivan
982,pedestrian_crossing,dobro,82,aktivan
982,pedestrian_crossing,dobro,109,aktivan
983,pedestrian_crossing,dobro,74,aktivan
983,pedestrian_crossing,dobro,81,aktivan
983,pedestrian_crossing,dobro,82,aktivan
983,pedestrian_crossing,dobro,109,aktivan
984,pedestrian_crossing,dobro,74,aktivan
984,pedestrian_crossing,dobro,82,aktivan
984,pedestrian_crossing,dobro,109,aktivan
985,pedestrian_crossing,dobro,74,aktivan
985,pedestrian_crossing,dobro,81,aktivan
985,pedestrian_crossing,dobro,82,aktivan
985,pedestrian_crossing,dobro,109,aktivan
986,pedestrian_crossing,dobro,74,aktivan
986,pedestrian_crossing,dobro,81,aktivan
986,pedestrian_crossing,dobro,82,aktivan
986,pedestrian_crossing,dobro,109,aktivan
987,pedestrian_crossing,dobro,74,aktivan
987,pedestrian_crossing,dobro,81,aktivan
987,pedestrian_crossing,dobro,109,aktivan
988,pedestrian_crossing,dobro,74,aktivan
988,pedestrian_crossing,dobro,82,aktivan
988,pedestrian_crossing,dobro,109,aktivan
989,pedestrian_crossing,dobro,74,aktivan
989,pedestrian_crossing,dobro,81,aktivan
989,pedestrian_crossing,dobro,82,aktivan
989,pedestrian_crossing,dobro,109,aktivan
991,pedestrian_crossing,dobro,74,aktivan
991,pedestrian_crossing,dobro,81,aktivan
991,pedestrian_crossing,dobro,82,aktivan
991,pedestrian_crossing,dobro,109,aktivan
993,pedestrian_crossing,dobro,74,aktivan
993,pedestrian_crossing,dobro,81,aktivan
993,pedestrian_crossing,dobro,82,aktivan
993,pedestrian_crossing,dobro,109,aktivan
994,pedestrian_crossing,dobro,74,aktivan
994,pedestrian_crossing,dobro,81,aktivan
994,pedestrian_crossing,dobro,82,aktivan
994,pedestrian_crossing,dobro,109,aktivan
995,pedestrian_crossing,dobro,75,aktivan
995,pedestrian_crossing,dobro,76,aktivan
995,pedestrian_crossing,dobro,83,aktivan
995,pedestrian_crossing,dobro,84,aktivan
996,pedestrian_crossing,dobro,85,aktivan
996,pedestrian_crossing,dobro,86,aktivan
997,pedestrian_crossing,dobro,85,aktivan
997,pedestrian_crossing,dobro,86,aktivan
999,pedestrian_crossing,dobro,85,aktivan
999,pedestrian_crossing,dobro,86,aktivan
1000,pedestrian_crossing,dobro,84,aktivan
1002,pedestrian_crossing,dobro,87,aktivan
1002,pedestrian_crossing,dobro,88,aktivan
1002,pedestrian_crossing,dobro,89,aktivan
1002,pedestrian_crossing,dobro,90,aktivan
1003,pedestrian_crossing,dobro,87,aktivan
1003,pedestrian_crossing,dobro,88,aktivan
1003,pedestrian_crossing,dobro,89,aktivan
1003,pedestrian_crossing,dobro,90,aktivan
1004,pedestrian_crossing,dobro,89,aktivan
1004,pedestrian_crossing,dobro,90,aktivan
1008,pedestrian_crossing,dobro,85,aktivan
1008,pedestrian_crossing,dobro,86,aktivan
1009,pedestrian_crossing,dobro,85,aktivan
1009,pedestrian_crossing,dobro,86,aktivan
1020,pedestrian_crossing,dobro,91,aktivan
1020,pedestrian_crossing,dobro,92,aktivan
1021,pedestrian_crossing,dobro,91,aktivan
1021,pedestrian_crossing,dobro,92,aktivan
1021,pedestrian_crossing,dobro,113,aktivan
1021,pedestrian_crossing,dobro,114,aktivan
1022,pedestrian_crossing,dobro,91,aktivan
1022,pedestrian_crossing,dobro,92,aktivan
1022,pedestrian_crossing,dobro,114,aktivan
1023,pedestrian_crossing,dobro,91,aktivan
1023,pedestrian_crossing,dobro,92,aktivan
1023,pedestrian_crossing,dobro,113,aktivan
1023,pedestrian_crossing,dobro,114,aktivan
1024,pedestrian_crossing,dobro,91,aktivan
1024,pedestrian_crossing,dobro,92,aktivan
1024,pedestrian_crossing,dobro,113,aktivan
1025,pedestrian_crossing,dobro,91,aktivan
1025,pedestrian_crossing,dobro,92,aktivan
1025,pedestrian_crossing,dobro,114,aktivan
1026,pedestrian_crossing,dobro,91,aktivan
1026,pedestrian_crossing,dobro,92,aktivan
1026,pedestrian_crossing,dobro,113,aktivan
1027,pedestrian_crossing,dobro,91,aktivan
1027,pedestrian_crossing,dobro,92,aktivan
1027,pedestrian_crossing,dobro,114,aktivan
1028,pedestrian_crossing,dobro,91,aktivan
1028,pedestrian_crossing,dobro,92,aktivan
1028,pedestrian_crossing,dobro,113,aktivan
1028,pedestrian_crossing,dobro,114,aktivan
1029,pedestrian_crossing,dobro,91,aktivan
1029,pedestrian_crossing,dobro,92,aktivan
1029,pedestrian_crossing,dobro,114,aktivan
1030,pedestrian_crossing,dobro,91,aktivan
1030,pedestrian_crossing,dobro,92,aktivan
1030,pedestrian_crossing,dobro,114,aktivan
1031,pedestrian_crossing,dobro,91,aktivan
1031,pedestrian_crossing,dobro,92,aktivan
1031,pedestrian_crossing,dobro,113,aktivan
1031,pedestrian_crossing,dobro,114,aktivan
1032,pedestrian_crossing,dobro,91,aktivan
1032,pedestrian_crossing,dobro,113,aktivan
1043,pedestrian_crossing,dobro,93,aktivan
1044,pedestrian_crossing,dobro,93,aktivan
1045,pedestrian_crossing,dobro,93,aktivan
1046,pedestrian_crossing,dobro,93,aktivan
1047,pedestrian_crossing,dobro,93,aktivan
1048,stop,dobro,93,aktivan
1052,pedestrian_crossing,dobro,94,aktivan
1053,pedestrian_crossing,dobro,94,aktivan
1054,pedestrian_crossing,dobro,94,aktivan
1068,pedestrian_crossing,dobro,95,aktivan
1068,pedestrian_crossing,dobro,96,aktivan
1068,pedestrian_crossing,dobro,97,aktivan
1068,pedestrian_crossing,dobro,99,aktivan
1069,pedestrian_crossing,dobro,95,aktivan
1069,pedestrian_crossing,dobro,96,aktivan
1069,pedestrian_crossing,dobro,97,aktivan
1069,pedestrian_crossing,dobro,99,aktivan
1070,pedestrian_crossing,dobro,95,aktivan
1070,pedestrian_crossing,dobro,96,aktivan
1070,pedestrian_crossing,dobro,97,aktivan
1070,pedestrian_crossing,dobro,99,aktivan
1072,pedestrian_crossing,dobro,95,aktivan
1072,pedestrian_crossing,dobro,96,aktivan
1072,pedestrian_crossing,dobro,97,aktivan
1072,pedestrian_crossing,dobro,99,aktivan
1073,pedestrian_crossing,dobro,95,aktivan
1073,pedestrian_crossing,dobro,96,aktivan
1073,pedestrian_crossing,dobro,97,aktivan
1073,pedestrian_crossing,dobro,99,aktivan
1077,pedestrian_crossing,dobro,95,aktivan
1077,pedestrian_crossing,dobro,96,aktivan
1077,pedestrian_crossing,dobro,97,aktivan
1077,pedestrian_crossing,dobro,99,aktivan
1078,pedestrian_crossing,dobro,98,aktivan
1078,pedestrian_crossing,dobro,100,aktivan
1078,pedestrian_crossing,dobro,101,aktivan
1079,pedestrian_crossing,dobro,98,aktivan
1079,pedestrian_crossing,dobro,100,aktivan
1079,pedestrian_crossing,dobro,101,aktivan
1083,pedestrian_crossing,dobro,98,aktivan
1083,pedestrian_crossing,dobro,100,aktivan
1083,pedestrian_crossing,dobro,101,aktivan
1089,pedestrian_crossing,dobro,102,aktivan
1089,pedestrian_crossing,dobro,103,aktivan
1089,pedestrian_crossing,dobro,104,aktivan
1089,pedestrian_crossing,dobro,105,aktivan
1090,pedestrian_crossing,dobro,102,aktivan
1090,pedestrian_crossing,dobro,103,aktivan
1090,pedestrian_crossing,dobro,104,aktivan
1090,pedestrian_crossing,dobro,105,aktivan
1091,pedestrian_crossing,dobro,102,aktivan
1091,pedestrian_crossing,dobro,103,aktivan
1091,pedestrian_crossing,dobro,104,aktivan
1091,pedestrian_crossing,dobro,105,aktivan
1092,pedestrian_crossing,dobro,106,aktivan
1092,pedestrian_crossing,dobro,107,aktivan
1092,pedestrian_crossing,dobro,108,aktivan
1092,pedestrian_crossing,dobro,143,aktivan
1093,pedestrian_crossing,dobro,106,aktivan
1093,pedestrian_crossing,dobro,107,aktivan
1093,pedestrian_crossing,dobro,108,aktivan
1093,pedestrian_crossing,dobro,143,aktivan
1095,pedestrian_crossing,dobro,106,aktivan
1095,pedestrian_crossing,dobro,107,aktivan
1095,pedestrian_crossing,dobro,108,aktivan
1095,pedestrian_crossing,dobro,143,aktivan
1096,pedestrian_crossing,dobro,106,aktivan
1096,pedestrian_crossing,dobro,107,aktivan
1096,pedestrian_crossing,dobro,108,aktivan
1096,pedestrian_crossing,dobro,143,aktivan
1117,pedestrian_crossing,dobro,110,aktivan
1117,pedestrian_crossing,dobro,111,aktivan
1117,pedestrian_crossing,dobro,112,aktivan
1118,pedestrian_crossing,dobro,110,aktivan
1118,pedestrian_crossing,dobro,111,aktivan
1118,pedestrian_crossing,dobro,112,aktivan
1119,pedestrian_crossing,dobro,110,aktivan
1119,pedestrian_crossing,dobro,111,aktivan
1119,pedestrian_crossing,dobro,112,aktivan
1124,pedestrian_crossing,dobro,110,aktivan
1124,pedestrian_crossing,dobro,111,aktivan
1124,pedestrian_crossing,dobro,112,aktivan
1127,pedestrian_crossing,dobro,110,aktivan
1127,pedestrian_crossing,dobro,111,aktivan
1127,pedestrian_crossing,dobro,112,aktivan
1128,pedestrian_crossing,dobro,110,aktivan
1128,pedestrian_crossing,dobro,111,aktivan
1128,pedestrian_crossing,dobro,112,aktivan
1132,pedestrian_crossing,dobro,110,aktivan
1132,pedestrian_crossing,dobro,111,aktivan
1132,pedestrian_crossing,dobro,112,aktivan
1133,pedestrian_crossing,dobro,110,aktivan
1133,pedestrian_crossing,dobro,111,aktivan
1133,pedestrian_crossing,dobro,112,aktivan
1135,pedestrian_crossing,dobro,110,aktivan
1135,pedestrian_crossing,dobro,111,aktivan
1135,pedestrian_crossing,dobro,112,aktivan
1136,pedestrian_crossing,dobro,110,aktivan
1136,pedestrian_crossing,dobro,111,aktivan
1136,pedestrian_crossing,dobro,112,aktivan
1137,pedestrian_crossing,dobro,110,aktivan
1137,pedestrian_crossing,dobro,111,aktivan
1137,pedestrian_crossing,dobro,112,aktivan
1138,pedestrian_crossing,dobro,110,aktivan
1138,pedestrian_crossing,dobro,111,aktivan
1138,pedestrian_crossing,dobro,112,aktivan
1162,pedestrian_crossing,dobro,91,aktivan
1162,pedestrian_crossing,dobro,92,aktivan
1162,pedestrian_crossing,dobro,114,aktivan
1163,pedestrian_crossing,dobro,91,aktivan
1163,pedestrian_crossing,dobro,92,aktivan
1163,pedestrian_crossing,dobro,114,aktivan
1164,pedestrian_crossing,dobro,91,aktivan
1164,pedestrian_crossing,dobro,113,aktivan
1165,pedestrian_crossing,dobro,91,aktivan
1165,pedestrian_crossing,dobro,113,aktivan
1165,pedestrian_crossing,dobro,114,aktivan
1166,pedestrian_crossing,dobro,91,aktivan
1166,pedestrian_crossing,dobro,113,aktivan
1166,pedestrian_crossing,dobro,114,aktivan
1167,pedestrian_crossing,dobro,91,aktivan
1167,pedestrian_crossing,dobro,113,aktivan
1167,pedestrian_crossing,dobro,114,aktivan
1168,pedestrian_crossing,dobro,91,aktivan
1168,pedestrian_crossing,dobro,113,aktivan
1168,pedestrian_crossing,dobro,114,aktivan
1169,pedestrian_crossing,dobro,91,aktivan
1169,pedestrian_crossing,dobro,92,aktivan
1169,pedestrian_crossing,dobro,113,aktivan
1169,pedestrian_crossing,dobro,114,aktivan
1170,pedestrian_crossing,dobro,91,aktivan
1170,pedestrian_crossing,dobro,92,aktivan
1170,pedestrian_crossing,dobro,113,aktivan
1170,pedestrian_crossing,dobro,114,aktivan
1171,pedestrian_crossing,dobro,91,aktivan
1171,pedestrian_crossing,dobro,92,aktivan
1171,pedestrian_crossing,dobro,113,aktivan
1171,pedestrian_crossing,dobro,114,aktivan
1172,pedestrian_crossing,dobro,91,aktivan
1172,pedestrian_crossing,dobro,92,aktivan
1172,pedestrian_crossing,dobro,113,aktivan
1172,pedestrian_crossing,dobro,114,aktivan
1182,pedestrian_crossing,dobro,114,aktivan
1183,pedestrian_crossing,dobro,114,aktivan
1193,pedestrian_crossing,dobro,115,aktivan
1193,pedestrian_crossing,dobro,116,aktivan
1193,pedestrian_crossing,dobro,117,aktivan
1193,pedestrian_crossing,dobro,122,aktivan
1195,pedestrian_crossing,dobro,115,aktivan
1195,pedestrian_crossing,dobro,116,aktivan
1195,pedestrian_crossing,dobro,117,aktivan
1195,pedestrian_crossing,dobro,122,aktivan
1196,pedestrian_crossing,dobro,115,aktivan
1196,pedestrian_crossing,dobro,116,aktivan
1196,pedestrian_crossing,dobro,117,aktivan
1196,pedestrian_crossing,dobro,122,aktivan
1199,pedestrian_crossing,dobro,115,aktivan
1199,pedestrian_crossing,dobro,116,aktivan
1199,pedestrian_crossing,dobro,117,aktivan
1199,pedestrian_crossing,dobro,122,aktivan
1211,pedestrian_crossing,dobro,118,aktivan
1211,pedestrian_crossing,dobro,120,aktivan
1212,pedestrian_crossing,dobro,118,aktivan
1212,pedestrian_crossing,dobro,119,aktivan
1212,pedestrian_crossing,dobro,120,aktivan
1212,pedestrian_crossing,dobro,121,aktivan
1216,pedestrian_crossing,dobro,118,aktivan
1216,pedestrian_crossing,dobro,119,aktivan
1216,pedestrian_crossing,dobro,120,aktivan
1217,pedestrian_crossing,dobro,118,aktivan
1217,pedestrian_crossing,dobro,119,aktivan
1217,pedestrian_crossing,dobro,120,aktivan
1217,pedestrian_crossing,dobro,121,aktivan
1218,pedestrian_crossing,dobro,118,aktivan
1218,pedestrian_crossing,dobro,120,aktivan
1219,pedestrian_crossing,dobro,118,aktivan
1219,pedestrian_crossing,dobro,119,aktivan
1219,pedestrian_crossing,dobro,120,aktivan
1219,pedestrian_crossing,dobro,121,aktivan
1220,pedestrian_crossing,dobro,123,aktivan
1222,pedestrian_crossing,dobro,119,aktivan
1222,pedestrian_crossing,dobro,120,aktivan
1222,pedestrian_crossing,dobro,121,aktivan
1223,pedestrian_crossing,dobro,118,aktivan
1223,pedestrian_crossing,dobro,119,aktivan
1223,pedestrian_crossing,dobro,120,aktivan
1223,pedestrian_crossing,dobro,121,aktivan
1226,pedestrian_crossing,dobro,115,aktivan
1226,pedestrian_crossing,dobro,116,aktivan
1226,pedestrian_crossing,dobro,117,aktivan
1226,pedestrian_crossing,dobro,122,aktivan
1227,pedestrian_crossing,dobro,115,aktivan
1227,pedestrian_crossing,dobro,116,aktivan
1227,pedestrian_crossing,dobro,117,aktivan
1227,pedestrian_crossing,dobro,122,aktivan
1228,pedestrian_crossing,dobro,115,aktivan
1228,pedestrian_crossing,dobro,116,aktivan
1228,pedestrian_crossing,dobro,117,aktivan
1228,pedestrian_crossing,dobro,122,aktivan
1229,pedestrian_crossing,dobro,115,aktivan
1229,pedestrian_crossing,dobro,116,aktivan
1229,pedestrian_crossing,dobro,117,aktivan
1229,pedestrian_crossing,dobro,122,aktivan
1231,pedestrian_crossing,dobro,115,aktivan
1231,pedestrian_crossing,dobro,116,aktivan
1231,pedestrian_crossing,dobro,117,aktivan
1231,pedestrian_crossing,dobro,122,aktivan
1238,pedestrian_crossing,dobro,122,aktivan
1251,pedestrian_crossing,dobro,123,aktivan
1252,pedestrian_crossing,dobro,123,aktivan
1255,pedestrian_crossing,dobro,123,aktivan
1266,pedestrian_crossing,dobro,124,aktivan
1266,pedestrian_crossing,dobro,125,aktivan
1266,pedestrian_crossing,dobro,126,aktivan
1266,pedestrian_crossing,dobro,127,aktivan
1267,pedestrian_crossing,dobro,124,aktivan
1267,pedestrian_crossing,dobro,125,aktivan
1267,pedestrian_crossing,dobro,126,aktivan
1267,pedestrian_crossing,dobro,127,aktivan
1268,pedestrian_crossing,dobro,124,aktivan
1268,pedestrian_crossing,dobro,125,aktivan
1268,pedestrian_crossing,dobro,126,aktivan
1268,pedestrian_crossing,dobro,127,aktivan
1269,pedestrian_crossing,dobro,124,aktivan
1269,pedestrian_crossing,dobro,125,aktivan
1269,pedestrian_crossing,dobro,126,aktivan
1269,pedestrian_crossing,dobro,127,aktivan
1270,pedestrian_crossing,dobro,124,aktivan
1270,pedestrian_crossing,dobro,125,aktivan
1270,pedestrian_crossing,dobro,126,aktivan
1270,pedestrian_crossing,dobro,127,aktivan
1271,pedestrian_crossing,dobro,124,aktivan
1271,pedestrian_crossing,dobro,125,aktivan
1271,pedestrian_crossing,dobro,126,aktivan
1271,pedestrian_crossing,dobro,127,aktivan
1272,pedestrian_crossing,dobro,124,aktivan
1272,pedestrian_crossing,dobro,125,aktivan
1272,pedestrian_crossing,dobro,126,aktivan
1272,pedestrian_crossing,dobro,127,aktivan
1273,pedestrian_crossing,dobro,124,aktivan
1273,pedestrian_crossing,dobro,125,aktivan
1273,pedestrian_crossing,dobro,126,aktivan
1273,pedestrian_crossing,dobro,127,aktivan
1274,pedestrian_crossing,dobro,124,aktivan
1274,pedestrian_crossing,dobro,125,aktivan
1274,pedestrian_crossing,dobro,126,aktivan
1274,pedestrian_crossing,dobro,127,aktivan
1280,pedestrian_crossing,dobro,124,aktivan
1280,pedestrian_crossing,dobro,125,aktivan
1280,pedestrian_crossing,dobro,126,aktivan
1280,pedestrian_crossing,dobro,127,aktivan
1281,pedestrian_crossing,dobro,124,aktivan
1281,pedestrian_crossing,dobro,125,aktivan
1281,pedestrian_crossing,dobro,126,aktivan
1281,pedestrian_crossing,dobro,127,aktivan
1282,pedestrian_crossing,dobro,124,aktivan
1282,pedestrian_crossing,dobro,125,aktivan
1282,pedestrian_crossing,dobro,126,aktivan
1282,pedestrian_crossing,dobro,127,aktivan
1283,pedestrian_crossing,dobro,124,aktivan
1283,pedestrian_crossing,dobro,125,aktivan
1283,pedestrian_crossing,dobro,126,aktivan
1283,pedestrian_crossing,dobro,127,aktivan
1289,pedestrian_crossing,dobro,131,aktivan
1290,pedestrian_crossing,dobro,128,aktivan
1290,pedestrian_crossing,dobro,130,aktivan
1291,pedestrian_crossing,dobro,128,aktivan
1291,pedestrian_crossing,dobro,130,aktivan
1293,pedestrian_crossing,dobro,128,aktivan
1293,pedestrian_crossing,dobro,130,aktivan
1294,pedestrian_crossing,dobro,128,aktivan
1294,pedestrian_crossing,dobro,130,aktivan
1313,pedestrian_crossing,dobro,129,aktivan
1323,pedestrian_crossing,dobro,35,aktivan
1323,pedestrian_crossing,dobro,36,aktivan
1330,pedestrian_crossing,dobro,129,aktivan
1333,pedestrian_crossing,dobro,128,aktivan
1333,pedestrian_crossing,dobro,130,aktivan
1334,pedestrian_crossing,dobro,128,aktivan
1334,pedestrian_crossing,dobro,130,aktivan
1338,pedestrian_crossing,dobro,131,aktivan
1338,pedestrian_crossing,dobro,132,aktivan
1338,pedestrian_crossing,dobro,133,aktivan
1338,pedestrian_crossing,dobro,134,aktivan
1339,pedestrian_crossing,dobro,131,aktivan
1339,pedestrian_crossing,dobro,132,aktivan
1339,pedestrian_crossing,dobro,133,aktivan
1339,pedestrian_crossing,dobro,134,aktivan
1340,pedestrian_crossing,dobro,131,aktivan
1340,pedestrian_crossing,dobro,132,aktivan
1340,pedestrian_crossing,dobro,133,aktivan
1340,pedestrian_crossing,dobro,134,aktivan
1341,pedestrian_crossing,dobro,132,aktivan
1342,pedestrian_crossing,dobro,131,aktivan
1342,pedestrian_crossing,dobro,132,aktivan
1342,pedestrian_crossing,dobro,133,aktivan
1342,pedestrian_crossing,dobro,134,aktivan
1343,pedestrian_crossing,dobro,131,aktivan
1343,pedestrian_crossing,dobro,132,aktivan
1343,pedestrian_crossing,dobro,133,aktivan
1343,pedestrian_crossing,dobro,134,aktivan
1344,pedestrian_crossing,dobro,132,aktivan
1345,pedestrian_crossing,dobro,131,aktivan
1345,pedestrian_crossing,dobro,132,aktivan
1345,pedestrian_crossing,dobro,133,aktivan
1345,pedestrian_crossing,dobro,134,aktivan
1346,pedestrian_crossing,dobro,131,aktivan
1346,pedestrian_crossing,dobro,132,aktivan
1346,pedestrian_crossing,dobro,133,aktivan
1346,pedestrian_crossing,dobro,134,aktivan
1347,pedestrian_crossing,dobro,131,aktivan
1347,pedestrian_crossing,dobro,132,aktivan
1347,pedestrian_crossing,dobro,133,aktivan
1347,pedestrian_crossing,dobro,134,aktivan
1349,pedestrian_crossing,dobro,131,aktivan
1349,pedestrian_crossing,dobro,132,aktivan
1349,pedestrian_crossing,dobro,133,aktivan
1349,pedestrian_crossing,dobro,134,aktivan
1350,pedestrian_crossing,dobro,131,aktivan
1350,pedestrian_crossing,dobro,132,aktivan
1350,pedestrian_crossing,dobro,133,aktivan
1350,pedestrian_crossing,dobro,134,aktivan
1351,pedestrian_crossing,dobro,131,aktivan
1351,pedestrian_crossing,dobro,132,aktivan
1351,pedestrian_crossing,dobro,133,aktivan
1351,pedestrian_crossing,dobro,134,aktivan
1353,pedestrian_crossing,dobro,131,aktivan
1353,pedestrian_crossing,dobro,132,aktivan
1353,pedestrian_crossing,dobro,133,aktivan
1353,pedestrian_crossing,dobro,134,aktivan
1354,pedestrian_crossing,dobro,131,aktivan
1354,pedestrian_crossing,dobro,132,aktivan
1354,pedestrian_crossing,dobro,133,aktivan
1354,pedestrian_crossing,dobro,134,aktivan
1355,pedestrian_crossing,dobro,131,aktivan
1355,pedestrian_crossing,dobro,132,aktivan
1355,pedestrian_crossing,dobro,133,aktivan
1355,pedestrian_crossing,dobro,134,aktivan
1356,pedestrian_crossing,dobro,131,aktivan
1356,pedestrian_crossing,dobro,132,aktivan
1356,pedestrian_crossing,dobro,133,aktivan
1356,pedestrian_crossing,dobro,134,aktivan
1357,pedestrian_crossing,dobro,131,aktivan
1357,pedestrian_crossing,dobro,132,aktivan
1357,pedestrian_crossing,dobro,133,aktivan
1357,pedestrian_crossing,dobro,134,aktivan
1360,pedestrian_crossing,dobro,131,aktivan
1360,pedestrian_crossing,dobro,132,aktivan
1360,pedestrian_crossing,dobro,133,aktivan
1360,pedestrian_crossing,dobro,134,aktivan
1362,pedestrian_crossing,dobro,131,aktivan
1362,pedestrian_crossing,dobro,132,aktivan
1362,pedestrian_crossing,dobro,133,aktivan
1362,pedestrian_crossing,dobro,134,aktivan
1363,pedestrian_crossing,dobro,134,aktivan
1364,pedestrian_crossing,dobro,132,aktivan
1364,pedestrian_crossing,dobro,134,aktivan
1365,pedestrian_crossing,dobro,132,aktivan
1365,pedestrian_crossing,dobro,133,aktivan
1365,pedestrian_crossing,dobro,134,aktivan
1367,pedestrian_crossing,dobro,132,aktivan
1367,pedestrian_crossing,dobro,133,aktivan
1367,pedestrian_crossing,dobro,134,aktivan
1368,pedestrian_crossing,dobro,133,aktivan
1368,pedestrian_crossing,dobro,134,aktivan
1377,pedestrian_crossing,dobro,137,aktivan
1377,pedestrian_crossing,dobro,138,aktivan
1398,pedestrian_crossing,dobro,135,aktivan
1405,pedestrian_crossing,dobro,135,aktivan
1406,pedestrian_crossing,dobro,135,aktivan
1423,pedestrian_crossing,dobro,166,aktivan
1426,pedestrian_crossing,dobro,136,aktivan
1426,pedestrian_crossing,dobro,166,aktivan
1426,pedestrian_crossing,dobro,169,aktivan
1429,pedestrian_crossing,dobro,138,aktivan
1430,pedestrian_crossing,dobro,137,aktivan
1430,pedestrian_crossing,dobro,138,aktivan
1431,pedestrian_crossing,dobro,137,aktivan
1431,pedestrian_crossing,dobro,138,aktivan
1432,pedestrian_crossing,dobro,139,aktivan
1432,pedestrian_crossing,dobro,140,aktivan
1432,pedestrian_crossing,dobro,141,aktivan
1432,pedestrian_crossing,dobro,142,aktivan
1434,pedestrian_crossing,dobro,139,aktivan
1434,pedestrian_crossing,dobro,140,aktivan
1434,pedestrian_crossing,dobro,141,aktivan
1434,pedestrian_crossing,dobro,142,aktivan
1435,pedestrian_crossing,dobro,139,aktivan
1435,pedestrian_crossing,dobro,140,aktivan
1435,pedestrian_crossing,dobro,141,aktivan
1435,pedestrian_crossing,dobro,142,aktivan
1436,pedestrian_crossing,dobro,139,aktivan
1436,pedestrian_crossing,dobro,140,aktivan
1436,pedestrian_crossing,dobro,141,aktivan
1436,pedestrian_crossing,dobro,142,aktivan
1437,pedestrian_crossing,dobro,139,aktivan
1437,pedestrian_crossing,dobro,141,aktivan
1437,pedestrian_crossing,dobro,142,aktivan
1439,pedestrian_crossing,dobro,139,aktivan
1439,pedestrian_crossing,dobro,140,aktivan
1439,pedestrian_crossing,dobro,141,aktivan
1439,pedestrian_crossing,dobro,142,aktivan
1440,pedestrian_crossing,dobro,139,aktivan
1440,pedestrian_crossing,dobro,140,aktivan
1440,pedestrian_crossing,dobro,141,aktivan
1440,pedestrian_crossing,dobro,142,aktivan
1451,pedestrian_crossing,dobro,139,aktivan
1451,pedestrian_crossing,dobro,140,aktivan
1451,pedestrian_crossing,dobro,141,aktivan
1451,pedestrian_crossing,dobro,142,aktivan
1452,pedestrian_crossing,dobro,139,aktivan
1452,pedestrian_crossing,dobro,141,aktivan
1452,pedestrian_crossing,dobro,142,aktivan
1456,pedestrian_crossing,dobro,139,aktivan
1456,pedestrian_crossing,dobro,140,aktivan
1456,pedestrian_crossing,dobro,141,aktivan
1456,pedestrian_crossing,dobro,142,aktivan
1457,pedestrian_crossing,dobro,139,aktivan
1457,pedestrian_crossing,dobro,140,aktivan
1457,pedestrian_crossing,dobro,141,aktivan
1457,pedestrian_crossing,dobro,142,aktivan
1459,pedestrian_crossing,dobro,106,aktivan
1459,pedestrian_crossing,dobro,107,aktivan
1459,pedestrian_crossing,dobro,108,aktivan
1459,pedestrian_crossing,dobro,143,aktivan
1460,pedestrian_crossing,dobro,106,aktivan
1460,pedestrian_crossing,dobro,107,aktivan
1460,pedestrian_crossing,dobro,108,aktivan
1460,pedestrian_crossing,dobro,143,aktivan
1469,pedestrian_crossing,dobro,144,aktivan
1469,pedestrian_crossing,dobro,145,aktivan
1469,pedestrian_crossing,dobro,146,aktivan
1469,pedestrian_crossing,dobro,147,aktivan
1470,pedestrian_crossing,dobro,144,aktivan
1470,pedestrian_crossing,dobro,145,aktivan
1470,pedestrian_crossing,dobro,146,aktivan
1470,pedestrian_crossing,dobro,147,aktivan
1471,pedestrian_crossing,dobro,144,aktivan
1471,pedestrian_crossing,dobro,145,aktivan
1471,pedestrian_crossing,dobro,146,aktivan
1471,pedestrian_crossing,dobro,147,aktivan
1472,pedestrian_crossing,dobro,144,aktivan
1472,pedestrian_crossing,dobro,145,aktivan
1472,pedestrian_crossing,dobro,146,aktivan
1472,pedestrian_crossing,dobro,147,aktivan
1473,pedestrian_crossing,dobro,144,aktivan
1473,pedestrian_crossing,dobro,145,aktivan
