znak_id,tip_znaka,stanje,ulica_id,najbliza_ulica,tip_ulice,udaljenost_m
1938,pedestrian_crossing,dobro,5483,Ненада Митрова,residential,0.0
1939,pedestrian_crossing,dobro,6240,Уроша Предића,residential,0.0
1940,pedestrian_crossing,dobro,6255,Боре Продановића,residential,0.0
1941,pedestrian_crossing,dobro,5483,Ненада Митрова,residential,0.0
1942,pedestrian_crossing,dobro,5484,Девет Југовића,residential,0.0
1943,pedestrian_crossing,dobro,6255,Боре Продановића,residential,0.0
1944,pedestrian_crossing,dobro,6448,Мичуринова,residential,0.0
1945,pedestrian_crossing,dobro,6450,Новосадског сајма,tertiary,0.0
1946,pedestrian_crossing,dobro,6458,Новосадског сајма,tertiary,0.0
1947,pedestrian_crossing,dobro,6260,Уроша Предића,residential,0.0
1948,pedestrian_crossing,dobro,6461,Новосадског сајма,tertiary,0.0
1949,pedestrian_crossing,dobro,6560,Мичуринова,residential,0.0
1950,pedestrian_crossing,dobro,6464,Новосадског сајма,tertiary,0.0
1951,pedestrian_crossing,dobro,6471,Трг 1. маја,residential,0.0
1952,pedestrian_crossing,dobro,6463,Новосадског сајма,tertiary,0.0
1953,pedestrian_crossing,dobro,6465,Новосадског сајма,tertiary,0.0
1954,pedestrian_crossing,dobro,6255,Боре Продановића,residential,0.0
1955,pedestrian_crossing,dobro,6366,Радомира Раше Радујкова,tertiary,0.0
1955,pedestrian_crossing,dobro,6349,Радомира Раше Радујкова,tertiary,0.0
1956,pedestrian_crossing,dobro,6365,Булевар Слободана Јовановића,tertiary,15.37681361140029
1957,pedestrian_crossing,dobro,6368,Радомира Раше Радујкова,tertiary,0.0
1957,pedestrian_crossing,dobro,6364,Радомира Раше Радујкова,tertiary,0.0
1958,pedestrian_crossing,dobro,6370,Булевар Слободана Јовановића,tertiary,13.611038325768666
1959,pedestrian_crossing,dobro,6365,Булевар Слободана Јовановића,tertiary,0.0
1960,pedestrian_crossing,dobro,6365,Булевар Слободана Јовановића,tertiary,0.0
1960,pedestrian_crossing,dobro,6370,Булевар Слободана Јовановића,tertiary,0.0
1961,pedestrian_crossing,dobro,6367,Булевар Слободана Јовановића,tertiary,0.0
1962,pedestrian_crossing,dobro,6367,Булевар Слободана Јовановића,tertiary,0.0
1962,pedestrian_crossing,dobro,6372,Булевар Слободана Јовановића,tertiary,0.0
1963,pedestrian_crossing,dobro,6372,Булевар Слободана Јовановића,tertiary,16.894677553158427
1964,pedestrian_crossing,dobro,6376,Nepoznata ulica,service,0.0
1965,pedestrian_crossing,dobro,6372,Булевар Слободана Јовановића,tertiary,14.95703317935782
1966,pedestrian_crossing,dobro,6353,Каће Дејановић,residential,0.0
1967,pedestrian_crossing,dobro,6353,Каће Дејановић,residential,0.0
1968,pedestrian_crossing,dobro,6394,Nepoznata ulica,service,0.0
1969,pedestrian_crossing,dobro,6379,Nepoznata ulica,service,0.0
1970,pedestrian_crossing,dobro,6342,Владике Ћирића,residential,0.0
1971,pedestrian_crossing,dobro,6342,Владике Ћирића,residential,0.0
1972,pedestrian_crossing,dobro,6388,Радомира Раше Радујкова,tertiary,0.0
1973,pedestrian_crossing,dobro,6388,Радомира Раше Радујкова,tertiary,0.0
1974,pedestrian_crossing,dobro,6392,Nepoznata ulica,service,0.0
1975,pedestrian_crossing,dobro,6430,Nepoznata ulica,service,0.0
1976,pedestrian_crossing,dobro,6353,Каће Дејановић,residential,0.0
1977,pedestrian_crossing,dobro,6353,Каће Дејановић,residential,0.0
1978,pedestrian_crossing,dobro,6391,Радомира Раше Радујкова,tertiary,0.0
1979,pedestrian_crossing,dobro,6391,Радомира Раше Радујкова,tertiary,0.0
1980,pedestrian_crossing,dobro,6397,Радомира Раше Радујкова,tertiary,0.0
1981,pedestrian_crossing,dobro,6397,Радомира Раше Радујкова,tertiary,0.0
1982,pedestrian_crossing,dobro,6426,Радомира Раше Радујкова,tertiary,0.0
1983,pedestrian_crossing,dobro,6426,Радомира Раше Радујкова,tertiary,0.0
1984,pedestrian_crossing,dobro,6399,Тодора Тозе Јовановића,residential,0.0
1985,pedestrian_crossing,dobro,6447,Стојана Новаковића,residential,0.0
1986,pedestrian_crossing,dobro,6447,Стојана Новаковића,residential,0.0
1987,pedestrian_crossing,dobro,6381,Симеона Пишћевића,residential,0.0
1988,pedestrian_crossing,dobro,6423,Nepoznata ulica,service,0.0
1989,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
1990,pedestrian_crossing,dobro,9379,Бате Бркића,tertiary,0.0
1991,pedestrian_crossing,dobro,6375,Браће Дроњак,residential,0.0
1992,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
1993,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
1994,pedestrian_crossing,dobro,6415,Nepoznata ulica,service,0.0
1995,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
1996,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
1997,pedestrian_crossing,dobro,6405,Веселина Маслеше,residential,0.0
1998,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
1999,pedestrian_crossing,dobro,6434,Јанка Чмелика,residential,0.0
2000,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
2001,pedestrian_crossing,dobro,6490,Др Светислава Касапиновића,residential,0.0
2002,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
2003,pedestrian_crossing,dobro,6405,Веселина Маслеше,residential,0.0
2004,pedestrian_crossing,dobro,6491,Веселина Маслеше,residential,0.0
2005,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
2006,pedestrian_crossing,dobro,9398,Бате Бркића,tertiary,11.721629762781784
2007,pedestrian_crossing,dobro,9398,Бате Бркића,tertiary,0.0
2008,pedestrian_crossing,dobro,9398,Бате Бркића,tertiary,14.019936651437295
2009,pedestrian_crossing,dobro,9410,Булевар војводе Степе,primary,14.213868479285026
2010,pedestrian_crossing,dobro,9398,Бате Бркића,tertiary,0.0
2010,pedestrian_crossing,dobro,9412,Бате Бркића,tertiary,0.0
2011,pedestrian_crossing,dobro,9412,Бате Бркића,tertiary,0.0
2012,pedestrian_crossing,dobro,9411,Бате Бркића,tertiary,0.0
2012,pedestrian_crossing,dobro,9415,Бате Бркића,tertiary,0.0
2013,pedestrian_crossing,dobro,9399,Бате Бркића,tertiary,11.58848182080393
2014,pedestrian_crossing,dobro,9410,Булевар војводе Степе,primary,0.0
2014,pedestrian_crossing,dobro,9414,Булевар војводе Степе,primary,0.0
2015,pedestrian_crossing,dobro,9415,Бате Бркића,tertiary,0.0
2016,pedestrian_crossing,dobro,9411,Бате Бркића,tertiary,13.471960500307096
2017,pedestrian_crossing,dobro,9414,Булевар војводе Степе,primary,0.0
2018,pedestrian_crossing,dobro,6495,Булевар војводе Степе,primary,14.770758043145646
2019,pedestrian_crossing,dobro,6417,Nepoznata ulica,service,0.0
2020,pedestrian_crossing,dobro,9413,Булевар војводе Степе,primary,0.0
2021,pedestrian_crossing,dobro,6416,Сељачких буна,residential,0.0
2022,pedestrian_crossing,dobro,9413,Булевар војводе Степе,primary,0.0
2023,pedestrian_crossing,dobro,7433,Булевар војводе Степе,primary,0.0
2024,pedestrian_crossing,dobro,7433,Булевар војводе Степе,primary,0.0
2024,pedestrian_crossing,dobro,6495,Булевар војводе Степе,primary,0.0
2025,pedestrian_crossing,dobro,6439,Сељачких буна,residential,0.0
2026,pedestrian_crossing,dobro,7437,Бате Бркића,residential,0.0
2027,pedestrian_crossing,dobro,7440,Булевар војводе Степе,primary,0.0
2028,pedestrian_crossing,dobro,7437,Бате Бркића,residential,0.0
2029,pedestrian_crossing,dobro,7439,Бате Бркића,residential,0.0
2030,pedestrian_crossing,dobro,7440,Булевар војводе Степе,primary,0.0
2031,pedestrian_crossing,dobro,7439,Бате Бркића,residential,0.0
2032,pedestrian_crossing,dobro,6430,Nepoznata ulica,service,0.0
2033,pedestrian_crossing,dobro,6487,Nepoznata ulica,service,0.0
2034,pedestrian_crossing,dobro,6487,Nepoznata ulica,service,0.0
2035,pedestrian_crossing,dobro,6436,Булевар Европе,secondary,0.0
2036,pedestrian_crossing,dobro,6436,Булевар Европе,secondary,0.0
2037,pedestrian_crossing,dobro,6441,Радомира Раше Радујкова,tertiary,0.0
2037,pedestrian_crossing,dobro,6443,Радомира Раше Радујкова,tertiary,0.0
2038,pedestrian_crossing,dobro,6443,Радомира Раше Радујкова,tertiary,0.0
2039,pedestrian_crossing,dobro,6539,Милешевска,residential,0.0
2040,pedestrian_crossing,dobro,6464,Новосадског сајма,tertiary,0.0
2041,pedestrian_crossing,dobro,6467,Новосадског сајма,tertiary,0.0
2042,pedestrian_crossing,dobro,6257,Топлице Милана,residential,0.0
2043,pedestrian_crossing,dobro,6258,Новосадског сајма,tertiary,0.0
2044,pedestrian_crossing,dobro,6468,Новосадског сајма,tertiary,0.0
2045,pedestrian_crossing,dobro,6473,Nepoznata ulica,service,0.0
2046,pedestrian_crossing,dobro,5722,Nepoznata ulica,service,0.0
2047,pedestrian_crossing,dobro,5782,Nepoznata ulica,service,0.0
2048,pedestrian_crossing,dobro,6727,Арсе Теодоровића,residential,0.0
2049,pedestrian_crossing,dobro,6047,Гајева,residential,0.0
2050,pedestrian_crossing,dobro,6049,Стевана Сремца,residential,0.0
2051,pedestrian_crossing,dobro,6111,Стефана Стефановића,living_street,0.0
2052,pedestrian_crossing,dobro,6732,Стефана Стефановића,residential,0.0
2053,stop,dobro,6727,Арсе Теодоровића,residential,0.0
2054,pedestrian_crossing,dobro,6033,Косанчић Ивана,residential,0.0
2055,pedestrian_crossing,dobro,6039,Булевар ослобођења,secondary,0.0
2056,pedestrian_crossing,dobro,6039,Булевар ослобођења,secondary,0.0
2057,pedestrian_crossing,dobro,6034,Булевар ослобођења,secondary,0.0
2058,pedestrian_crossing,dobro,6474,Новосадског сајма,tertiary,0.0
2059,pedestrian_crossing,dobro,6034,Булевар ослобођења,secondary,0.0
2060,pedestrian_crossing,dobro,6475,Новосадског сајма,tertiary,0.0
2061,pedestrian_crossing,dobro,6475,Новосадског сајма,tertiary,0.0
2062,pedestrian_crossing,dobro,6717,Nepoznata ulica,service,0.0
2063,pedestrian_crossing,dobro,6723,Валентина Водника,residential,0.0
2064,pedestrian_crossing,dobro,6050,Павла Папа,residential,0.0
2065,pedestrian_crossing,dobro,6050,Павла Папа,residential,0.0
2066,pedestrian_crossing,dobro,6718,Булевар ослобођења,secondary,0.0
2067,pedestrian_crossing,dobro,6718,Булевар ослобођења,secondary,0.0
2068,pedestrian_crossing,dobro,7026,Булевар ослобођења,secondary,0.0
2069,pedestrian_crossing,dobro,7026,Булевар ослобођења,secondary,0.0
2070,pedestrian_crossing,dobro,6564,Бранимира Ћосића,residential,0.0
2071,pedestrian_crossing,dobro,6477,Nepoznata ulica,service,0.0
2072,pedestrian_crossing,dobro,6563,Тургењева,residential,0.0
2073,pedestrian_crossing,dobro,6544,Мародићева,residential,0.0
2074,pedestrian_crossing,dobro,6543,Сестара Нинковић,residential,0.0
2075,pedestrian_crossing,dobro,6544,Мародићева,residential,0.0
2076,pedestrian_crossing,dobro,6562,Слободана Бајића,residential,0.0
2077,pedestrian_crossing,dobro,7021,Мародићева,residential,0.0
2078,pedestrian_crossing,dobro,6564,Бранимира Ћосића,residential,0.0
2079,pedestrian_crossing,dobro,6563,Тургењева,residential,0.0
2080,pedestrian_crossing,dobro,7005,Булевар ослобођења,residential,0.0
2081,pedestrian_crossing,dobro,6738,Достојевског,residential,0.0
2082,pedestrian_crossing,dobro,7027,Nepoznata ulica,service,0.0
2083,pedestrian_crossing,dobro,7028,Nepoznata ulica,service,0.0
2084,pedestrian_crossing,dobro,7106,Nepoznata ulica,service,0.0
2085,pedestrian_crossing,dobro,7108,Nepoznata ulica,service,0.0
2086,pedestrian_crossing,dobro,7030,Димитрија Аврамовића,residential,0.0
2087,pedestrian_crossing,dobro,7012,Слободана Бајића,residential,0.0
2088,pedestrian_crossing,dobro,7023,Богдана Гарабантина,residential,0.0
2089,pedestrian_crossing,dobro,7021,Мародићева,residential,0.0
2090,pedestrian_crossing,dobro,7112,Nepoznata ulica,residential,0.0
2091,pedestrian_crossing,dobro,7042,Nepoznata ulica,service,0.0
2092,pedestrian_crossing,dobro,7042,Nepoznata ulica,service,0.0
2093,pedestrian_crossing,dobro,6564,Бранимира Ћосића,residential,0.0
2094,pedestrian_crossing,dobro,7116,Мајевичка,residential,0.0
2095,pedestrian_crossing,dobro,7163,Булевар краља Петра I,tertiary,0.0
2096,pedestrian_crossing,dobro,7139,Nepoznata ulica,service,0.0
2096,pedestrian_crossing,dobro,7160,Nepoznata ulica,service,0.0
2097,pedestrian_crossing,dobro,7161,Булевар краља Петра I,tertiary,0.0
2098,pedestrian_crossing,dobro,7162,Nepoznata ulica,service,0.0
2099,pedestrian_crossing,dobro,7252,Паје Марковића Адамова,residential,0.0
2100,pedestrian_crossing,dobro,7162,Nepoznata ulica,service,0.0
2101,pedestrian_crossing,dobro,7149,Бранимира Ћосића,residential,0.0
2102,pedestrian_crossing,dobro,7163,Булевар краља Петра I,tertiary,0.0
2102,pedestrian_crossing,dobro,7183,Булевар краља Петра I,tertiary,0.0
2103,pedestrian_crossing,dobro,7183,Булевар краља Петра I,tertiary,0.0
2104,pedestrian_crossing,dobro,7112,Nepoznata ulica,residential,0.0
2105,pedestrian_crossing,dobro,7112,Nepoznata ulica,residential,0.0
2106,pedestrian_crossing,dobro,6740,Војводе Бојовића,tertiary,0.0
2107,pedestrian_crossing,dobro,6741,Браће Јовандић,tertiary,0.0
2108,pedestrian_crossing,dobro,6743,Краљевића Марка,residential,0.0
2109,pedestrian_crossing,dobro,7146,Nepoznata ulica,service,0.0
2110,pedestrian_crossing,dobro,7148,Nepoznata ulica,service,0.0
2110,pedestrian_crossing,dobro,7170,Nepoznata ulica,service,0.0
2111,pedestrian_crossing,dobro,7149,Бранимира Ћосића,residential,0.0
2112,pedestrian_crossing,dobro,7151,Бранимира Ћосића,residential,0.0
2113,pedestrian_crossing,dobro,7151,Бранимира Ћосића,residential,0.0
2114,pedestrian_crossing,dobro,7174,Булевар краља Петра I,tertiary,0.0
2114,pedestrian_crossing,dobro,7184,Булевар краља Петра I,tertiary,0.0
2115,pedestrian_crossing,dobro,7184,Булевар краља Петра I,tertiary,0.0
2116,pedestrian_crossing,dobro,7183,Булевар краља Петра I,tertiary,0.0
2117,pedestrian_crossing,dobro,7183,Булевар краља Петра I,tertiary,0.0
2118,pedestrian_crossing,dobro,7183,Булевар краља Петра I,tertiary,0.0
2119,pedestrian_crossing,dobro,7184,Булевар краља Петра I,tertiary,0.0
2120,pedestrian_crossing,dobro,7184,Булевар краља Петра I,tertiary,0.0
2121,pedestrian_crossing,dobro,6440,Булевар Европе,secondary,0.0
2122,pedestrian_crossing,dobro,6440,Булевар Европе,secondary,0.0
2123,pedestrian_crossing,dobro,6442,Радомира Раше Радујкова,tertiary,0.0
2123,pedestrian_crossing,dobro,6445,Радомира Раше Радујкова,tertiary,0.0
2124,pedestrian_crossing,dobro,6445,Радомира Раше Радујкова,tertiary,0.0
2125,pedestrian_crossing,dobro,6479,Хаџи Рувимова,tertiary,0.0
2126,pedestrian_crossing,dobro,6479,Хаџи Рувимова,tertiary,0.0
2126,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2127,pedestrian_crossing,dobro,6480,Хаџи Рувимова,tertiary,0.0
2128,pedestrian_crossing,dobro,6480,Хаџи Рувимова,tertiary,0.0
2128,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2129,pedestrian_crossing,dobro,6607,Булевар Европе,secondary,0.0
2130,pedestrian_crossing,dobro,9417,Nepoznata ulica,service,0.0
2131,pedestrian_crossing,dobro,9417,Nepoznata ulica,service,0.0
2132,pedestrian_crossing,dobro,9397,Nepoznata ulica,residential,0.0
2133,pedestrian_crossing,dobro,6431,Nepoznata ulica,service,0.0
2134,pedestrian_crossing,dobro,6581,Nepoznata ulica,residential,0.0
2135,pedestrian_crossing,dobro,6439,Сељачких буна,residential,0.0
2136,pedestrian_crossing,dobro,6493,Сељачких буна,residential,0.0
2137,pedestrian_crossing,dobro,6438,Nepoznata ulica,service,0.0
2138,pedestrian_crossing,dobro,7456,Nepoznata ulica,service,0.0
2139,pedestrian_crossing,dobro,6492,Nepoznata ulica,service,0.0
2140,pedestrian_crossing,dobro,6607,Булевар Европе,secondary,0.0
2141,pedestrian_crossing,dobro,6483,Булевар Европе,secondary,0.0
2142,pedestrian_crossing,dobro,6483,Булевар Европе,secondary,0.0
2143,pedestrian_crossing,dobro,6430,Nepoznata ulica,service,0.0
2144,pedestrian_crossing,dobro,6493,Сељачких буна,residential,0.0
2145,pedestrian_crossing,dobro,6506,Nepoznata ulica,service,0.0
2146,pedestrian_crossing,dobro,6496,Сељачких буна,residential,0.0
2147,pedestrian_crossing,dobro,6496,Сељачких буна,residential,0.0
2148,pedestrian_crossing,dobro,6509,Ђорђа Никшића Јохана,residential,0.0
2149,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2150,pedestrian_crossing,dobro,6434,Јанка Чмелика,residential,0.0
2151,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2152,pedestrian_crossing,dobro,6434,Јанка Чмелика,residential,0.0
2153,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2154,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2155,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2156,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2157,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2158,pedestrian_crossing,dobro,6509,Ђорђа Никшића Јохана,residential,0.0
2159,pedestrian_crossing,dobro,6570,Цанкарева,residential,0.0
2160,pedestrian_crossing,dobro,6447,Стојана Новаковића,residential,0.0
2161,pedestrian_crossing,dobro,6509,Ђорђа Никшића Јохана,residential,0.0
2162,pedestrian_crossing,dobro,6597,Ђорђа Никшића Јохана,residential,0.0
2163,pedestrian_crossing,dobro,6586,Стојана Новаковића,residential,0.0
2164,pedestrian_crossing,dobro,6575,Булевар Слободана Јовановића,tertiary,11.609615522783084
2165,pedestrian_crossing,dobro,6575,Булевар Слободана Јовановића,tertiary,13.65231036022344
2166,pedestrian_crossing,dobro,6575,Булевар Слободана Јовановића,tertiary,0.0
2166,pedestrian_crossing,dobro,6583,Булевар Слободана Јовановића,tertiary,0.0
2167,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2168,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2169,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2170,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2171,pedestrian_crossing,dobro,6490,Др Светислава Касапиновића,residential,0.0
2172,pedestrian_crossing,dobro,6490,Др Светислава Касапиновића,residential,0.0
2173,pedestrian_crossing,dobro,7067,Др Светислава Касапиновића,residential,0.0
2174,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2175,pedestrian_crossing,dobro,6541,Сестара Нинковић,residential,0.0
2176,pedestrian_crossing,dobro,6562,Слободана Бајића,residential,0.0
2177,pedestrian_crossing,dobro,6560,Мичуринова,residential,0.0
2178,pedestrian_crossing,dobro,7023,Богдана Гарабантина,residential,0.0
2179,pedestrian_crossing,dobro,7041,Мајевичка,residential,0.0
2179,pedestrian_crossing,dobro,7048,Nepoznata ulica,service,0.0
2180,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
2181,pedestrian_crossing,dobro,6482,Бранка Бајића,residential,0.0
2182,pedestrian_crossing,dobro,6583,Булевар Слободана Јовановића,tertiary,0.0
2183,pedestrian_crossing,dobro,6576,Булевар Слободана Јовановића,tertiary,0.0
2183,pedestrian_crossing,dobro,6589,Булевар Слободана Јовановића,tertiary,0.0
2184,pedestrian_crossing,dobro,6576,Булевар Слободана Јовановића,tertiary,13.200641580806305
2185,pedestrian_crossing,dobro,6589,Булевар Слободана Јовановића,tertiary,0.0
2186,pedestrian_crossing,dobro,6590,Булевар војводе Степе,primary,0.0
2186,pedestrian_crossing,dobro,6579,Булевар војводе Степе,primary,0.0
2187,pedestrian_crossing,dobro,6604,Булевар војводе Степе,primary,15.431562822547775
2188,pedestrian_crossing,dobro,6590,Булевар војводе Степе,primary,0.0
2189,pedestrian_crossing,dobro,6574,Булевар војводе Степе,primary,0.0
2189,pedestrian_crossing,dobro,6594,Булевар војводе Степе,primary,0.0
2190,pedestrian_crossing,dobro,6594,Булевар војводе Степе,primary,0.0
2191,pedestrian_crossing,dobro,6500,Nepoznata ulica,service,0.0
2192,pedestrian_crossing,dobro,6621,Драшка Ређепа,residential,6.47934240652233
2193,pedestrian_crossing,dobro,7097,Драшка Ређепа,residential,0.0
2193,pedestrian_crossing,dobro,6621,Драшка Ређепа,residential,0.0
2194,pedestrian_crossing,dobro,6621,Драшка Ређепа,residential,6.979085639321914
2195,pedestrian_crossing,dobro,7097,Драшка Ређепа,residential,0.0
2196,pedestrian_crossing,dobro,7199,Ленке Дунђерски,residential,0.0
2197,pedestrian_crossing,dobro,7097,Драшка Ређепа,residential,0.0
2198,pedestrian_crossing,dobro,6570,Цанкарева,residential,0.0
2199,pedestrian_crossing,dobro,6570,Цанкарева,residential,0.0
2200,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2201,pedestrian_crossing,dobro,6554,Илије Бирчанина,residential,0.0
2202,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2203,pedestrian_crossing,dobro,6554,Илије Бирчанина,residential,0.0
2204,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2205,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2206,pedestrian_crossing,dobro,6593,Булевар војводе Степе,primary,0.0
2207,pedestrian_crossing,dobro,6593,Булевар војводе Степе,primary,0.0
2207,pedestrian_crossing,dobro,6604,Булевар војводе Степе,primary,0.0
2208,pedestrian_crossing,dobro,6597,Ђорђа Никшића Јохана,residential,0.0
2209,pedestrian_crossing,dobro,6602,Булевар војводе Степе,primary,0.0
2210,pedestrian_crossing,dobro,6602,Булевар војводе Степе,primary,0.0
2210,pedestrian_crossing,dobro,6615,Булевар војводе Степе,primary,0.0
2211,pedestrian_crossing,dobro,6601,Булевар Слободана Јовановића,residential,0.0
2212,pedestrian_crossing,dobro,7056,Милана Јешића Ибре,residential,0.0
2213,pedestrian_crossing,dobro,6601,Булевар Слободана Јовановића,residential,0.0
2213,pedestrian_crossing,dobro,6614,Булевар Слободана Јовановића,residential,0.0
2214,pedestrian_crossing,dobro,6603,Булевар Слободана Јовановића,residential,0.0
2215,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2216,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2217,pedestrian_crossing,dobro,6534,Хаџи Рувимова,tertiary,0.0
2218,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2219,pedestrian_crossing,dobro,6567,Хаџи Рувимова,tertiary,0.0
2220,pedestrian_crossing,dobro,6558,Nepoznata ulica,service,0.0
2221,pedestrian_crossing,dobro,6558,Nepoznata ulica,service,0.0
2221,pedestrian_crossing,dobro,6559,Nepoznata ulica,service,0.0
2222,pedestrian_crossing,dobro,7081,Илије Бирчанина,residential,0.0
2223,pedestrian_crossing,dobro,6603,Булевар Слободана Јовановића,residential,0.0
2223,pedestrian_crossing,dobro,6616,Булевар Слободана Јовановића,residential,0.0
2224,pedestrian_crossing,dobro,7066,Косте Рацина,residential,0.0
2225,pedestrian_crossing,dobro,6581,Nepoznata ulica,residential,0.0
2226,pedestrian_crossing,dobro,6581,Nepoznata ulica,residential,0.0
2227,pedestrian_crossing,dobro,6600,Nepoznata ulica,service,0.0
2228,pedestrian_crossing,dobro,6581,Nepoznata ulica,residential,0.0
2228,pedestrian_crossing,dobro,7069,Nepoznata ulica,service,0.0
2229,pedestrian_crossing,dobro,6581,Nepoznata ulica,residential,0.0
2230,pedestrian_crossing,dobro,7057,Nepoznata ulica,residential,0.0
2231,pedestrian_crossing,dobro,7057,Nepoznata ulica,residential,0.0
2232,pedestrian_crossing,dobro,7081,Илије Бирчанина,residential,0.0
2233,pedestrian_crossing,dobro,7067,Др Светислава Касапиновића,residential,0.0
2234,pedestrian_crossing,dobro,6570,Цанкарева,residential,0.0
2235,pedestrian_crossing,dobro,7067,Др Светислава Касапиновића,residential,0.0
2236,pedestrian_crossing,dobro,7034,Nepoznata ulica,service,0.0
2236,pedestrian_crossing,dobro,7037,Nepoznata ulica,service,0.0
2237,pedestrian_crossing,dobro,7037,Nepoznata ulica,service,0.0
2237,pedestrian_crossing,dobro,7038,Nepoznata ulica,service,0.0
2238,pedestrian_crossing,dobro,7099,Браће Поповић,tertiary,0.0
2239,pedestrian_crossing,dobro,7050,Јанка Чмелика,residential,0.0
2240,pedestrian_crossing,dobro,7101,Браће Поповић,tertiary,0.0
2241,pedestrian_crossing,dobro,7056,Милана Јешића Ибре,residential,0.0
2242,pedestrian_crossing,dobro,7060,Родољуба Чолаковића,residential,0.0
2243,pedestrian_crossing,dobro,7207,Јанка Веселиновића,residential,0.0
2244,pedestrian_crossing,dobro,7207,Јанка Веселиновића,residential,0.0
2245,pedestrian_crossing,dobro,7082,Веселина Маслеше,residential,0.0
2246,pedestrian_crossing,dobro,7082,Веселина Маслеше,residential,0.0
2247,pedestrian_crossing,dobro,7207,Јанка Веселиновића,residential,0.0
2248,pedestrian_crossing,dobro,7082,Веселина Маслеше,residential,0.0
2249,pedestrian_crossing,dobro,7082,Веселина Маслеше,residential,0.0
2250,pedestrian_crossing,dobro,7060,Родољуба Чолаковића,residential,0.0
2251,pedestrian_crossing,dobro,7103,Хајдук Вељкова,tertiary,0.0
2252,pedestrian_crossing,dobro,7109,Хајдук Вељкова,tertiary,0.0
2253,pedestrian_crossing,dobro,7109,Хајдук Вељкова,tertiary,10.065517515845796
2254,pedestrian_crossing,dobro,7103,Хајдук Вељкова,tertiary,0.0
2255,pedestrian_crossing,dobro,7109,Хајдук Вељкова,tertiary,0.0
2256,pedestrian_crossing,dobro,7134,Булевар краља Петра I,tertiary,8.945657613203851
2257,pedestrian_crossing,dobro,7127,Браће Поповић,tertiary,0.0
2258,pedestrian_crossing,dobro,7127,Браће Поповић,tertiary,0.0
2259,pedestrian_crossing,dobro,7130,Булевар краља Петра I,tertiary,0.0
2260,pedestrian_crossing,dobro,7134,Булевар краља Петра I,tertiary,0.0
2260,pedestrian_crossing,dobro,7130,Булевар краља Петра I,tertiary,0.0
2261,pedestrian_crossing,dobro,6560,Мичуринова,residential,0.0
2262,pedestrian_crossing,dobro,7128,Браће Поповић,tertiary,0.0
2263,pedestrian_crossing,dobro,7128,Браће Поповић,tertiary,0.0
2264,pedestrian_crossing,dobro,7135,Булевар краља Петра I,tertiary,0.0
2265,pedestrian_crossing,dobro,7135,Булевар краља Петра I,tertiary,0.0
2266,pedestrian_crossing,dobro,7128,Браће Поповић,tertiary,9.626299018089602
2267,pedestrian_crossing,dobro,7128,Браће Поповић,tertiary,12.103221121048023
2268,pedestrian_crossing,dobro,7144,Руменачка,tertiary,0.0
2269,pedestrian_crossing,dobro,7066,Косте Рацина,residential,0.0
2270,pedestrian_crossing,dobro,7045,Стевана Мокрањца,residential,0.0
2270,pedestrian_crossing,dobro,7098,Стевана Мокрањца,residential,0.0
2271,pedestrian_crossing,dobro,7066,Косте Рацина,residential,0.0
2272,pedestrian_crossing,dobro,7098,Стевана Мокрањца,residential,0.0
