znak_id,tip_znaka,stanje,ulica_id,najbliza_ulica,tip_ulice,udaljenost_m
996,pedestrian_crossing,dobro,4247,Бановић Страхиње,residential,0.0
997,pedestrian_crossing,dobro,4327,Булевар цара Лазара,secondary,0.0
998,pedestrian_crossing,dobro,4338,Nepoznata ulica,service,0.0
999,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary,0.0
1000,pedestrian_crossing,dobro,4348,Арањ Јаноша,residential,0.0
1001,pedestrian_crossing,dobro,2488,Nepoznata ulica,service,0.0
1002,pedestrian_crossing,dobro,4300,Народног фронта,tertiary,0.0
1003,pedestrian_crossing,dobro,3398,Народног фронта,tertiary,0.0
1004,pedestrian_crossing,dobro,3503,Nepoznata ulica,service,0.0
1005,pedestrian_crossing,dobro,4313,Nepoznata ulica,living_street,0.0
1006,pedestrian_crossing,dobro,3498,Nepoznata ulica,living_street,0.0
1007,pedestrian_crossing,dobro,4341,Nepoznata ulica,living_street,0.0
1008,pedestrian_crossing,dobro,4424,Коло српских сестара,residential,0.0
1009,pedestrian_crossing,dobro,4424,Коло српских сестара,residential,0.0
1010,pedestrian_crossing,dobro,4423,Ђорђа Сервицког,residential,0.0
1011,pedestrian_crossing,dobro,4358,Nepoznata ulica,living_street,0.0
1012,pedestrian_crossing,dobro,4423,Ђорђа Сервицког,residential,0.0
1013,pedestrian_crossing,dobro,4336,Nepoznata ulica,living_street,0.0
1014,pedestrian_crossing,dobro,4336,Nepoznata ulica,living_street,0.0
1015,pedestrian_crossing,dobro,4355,Nepoznata ulica,living_street,0.0
1016,pedestrian_crossing,dobro,4312,Nepoznata ulica,living_street,0.0
1016,pedestrian_crossing,dobro,4314,Nepoznata ulica,living_street,0.0
1017,pedestrian_crossing,dobro,3494,Nepoznata ulica,living_street,0.0
1018,pedestrian_crossing,dobro,3500,Nepoznata ulica,service,0.0
1019,pedestrian_crossing,dobro,3500,Nepoznata ulica,service,0.0
1020,pedestrian_crossing,dobro,4414,Nepoznata ulica,residential,0.0
1021,pedestrian_crossing,dobro,4360,Балзакова,residential,0.0
1021,pedestrian_crossing,dobro,4417,Nepoznata ulica,residential,0.0
1022,pedestrian_crossing,dobro,4414,Nepoznata ulica,residential,0.0
1023,pedestrian_crossing,dobro,4417,Nepoznata ulica,residential,0.0
1024,pedestrian_crossing,dobro,4361,Балзакова,residential,0.0
1024,pedestrian_crossing,dobro,4418,Nepoznata ulica,residential,0.0
1025,pedestrian_crossing,dobro,4414,Nepoznata ulica,residential,0.0
1026,pedestrian_crossing,dobro,4419,Булевар цара Лазара,residential,0.0
1027,pedestrian_crossing,dobro,4414,Nepoznata ulica,residential,0.0
1028,pedestrian_crossing,dobro,4418,Nepoznata ulica,residential,0.0
1029,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary,0.0
1030,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary,0.0
1031,pedestrian_crossing,dobro,4419,Булевар цара Лазара,residential,0.0
1032,pedestrian_crossing,dobro,4419,Булевар цара Лазара,residential,0.0
1033,pedestrian_crossing,dobro,4460,Браће Кркљуш,residential,0.0
1034,pedestrian_crossing,dobro,3743,Петра Драпшина,residential,0.0
1035,pedestrian_crossing,dobro,3768,Пионирска,residential,0.0
1036,pedestrian_crossing,dobro,3741,Уроша Предића,residential,0.0
1037,pedestrian_crossing,dobro,3953,Цара Лазара,tertiary,0.0
1038,pedestrian_crossing,dobro,3746,Nepoznata ulica,service,0.0
1039,pedestrian_crossing,dobro,3762,Његошева,residential,0.0
1040,pedestrian_crossing,dobro,2004,Фрушкогорска,residential,0.0
1041,pedestrian_crossing,dobro,3953,Цара Лазара,tertiary,0.0
1042,pedestrian_crossing,dobro,3747,Царице Милице,tertiary,0.0
1042,pedestrian_crossing,dobro,3953,Цара Лазара,tertiary,0.0
1043,pedestrian_crossing,dobro,3758,Железничка,residential,0.0
1044,pedestrian_crossing,dobro,3758,Железничка,residential,0.0
1045,pedestrian_crossing,dobro,3760,Раде Кондића,primary,0.0
1046,pedestrian_crossing,dobro,3761,Раде Кондића,primary,0.0
1047,pedestrian_crossing,dobro,3765,Железничка,residential,0.0
1048,stop,dobro,3764,Nepoznata ulica,service,0.0
1049,stop,dobro,3774,Nepoznata ulica,residential,0.0
1050,stop,dobro,3762,Његошева,residential,0.0
1051,pedestrian_crossing,dobro,3762,Његошева,residential,0.0
1052,pedestrian_crossing,dobro,3772,Грмечка,residential,0.0
1053,pedestrian_crossing,dobro,3955,Раде Кондића,primary,0.0
1054,pedestrian_crossing,dobro,3957,Грмечка,tertiary,0.0
1055,pedestrian_crossing,dobro,3971,Бранка Радичевића,residential,0.0
1056,pedestrian_crossing,dobro,3795,Раде Кончара,residential,0.0
1057,pedestrian_crossing,dobro,3795,Раде Кончара,residential,0.0
1058,pedestrian_crossing,dobro,3953,Цара Лазара,tertiary,0.0
1059,pedestrian_crossing,dobro,3958,Повртарска,residential,0.0
1060,pedestrian_crossing,dobro,3953,Цара Лазара,tertiary,0.0
1061,stop,dobro,3960,Првомајска,residential,0.0
1062,pedestrian_crossing,dobro,3966,Раде Кондића,primary,0.0
1063,stop,dobro,3960,Првомајска,residential,0.0
1064,stop,dobro,4061,Милана Коњовића,residential,0.0
1065,stop,dobro,4025,Ивана Болдижара,living_street,0.0
1066,pedestrian_crossing,dobro,3917,Nepoznata ulica,residential,0.0
1067,pedestrian_crossing,dobro,3921,Nepoznata ulica,service,0.0
1068,pedestrian_crossing,dobro,3873,Цетињска,residential,0.0
1069,pedestrian_crossing,dobro,3936,Футошки пут,primary,0.0
1070,pedestrian_crossing,dobro,3929,Новосадски пут,primary,0.0
1071,stop,dobro,3869,Сувоборска,residential,0.0
1072,pedestrian_crossing,dobro,4011,Футошки пут,primary,0.0
1073,pedestrian_crossing,dobro,4064,Новосадски пут,primary,0.0
1074,stop,dobro,3871,Мачванска,residential,0.0
1075,pedestrian_crossing,dobro,3875,Стефана Првовенчаног,residential,0.0
1076,stop,dobro,3875,Стефана Првовенчаног,residential,0.0
1077,pedestrian_crossing,dobro,4079,Сомборска рампа,residential,0.0
1078,pedestrian_crossing,dobro,3874,Стевана Синђелића,residential,0.0
1079,pedestrian_crossing,dobro,4018,Новосадски пут,primary,0.0
1080,stop,dobro,3906,Момчила Настасијевића,residential,0.0
1081,pedestrian_crossing,dobro,4074,Nepoznata ulica,residential,0.0
1082,pedestrian_crossing,dobro,4074,Nepoznata ulica,residential,0.0
1083,pedestrian_crossing,dobro,4064,Новосадски пут,primary,0.0
1084,stop,dobro,3899,Бранка Илића,residential,0.0
1085,pedestrian_crossing,dobro,4044,Nepoznata ulica,service,0.0
1086,pedestrian_crossing,dobro,4025,Ивана Болдижара,living_street,0.0
1087,stop,dobro,3994,Сутјеска,residential,0.0
1088,stop,dobro,4027,Ивана Болдижара,living_street,0.0
1089,pedestrian_crossing,dobro,3967,Руменачка,residential,0.0
1090,pedestrian_crossing,dobro,3966,Раде Кондића,primary,0.0
1091,pedestrian_crossing,dobro,4003,Руменачка,residential,0.0
1092,pedestrian_crossing,dobro,3911,Хероја са Кошара,tertiary,0.0
1093,pedestrian_crossing,dobro,4063,Новосадски пут,primary,0.0
1094,pedestrian_crossing,dobro,4155,Раде Кондића,primary,0.0
1094,pedestrian_crossing,dobro,4159,Раде Кондића,primary,0.0
1095,pedestrian_crossing,dobro,4064,Новосадски пут,primary,0.0
1096,pedestrian_crossing,dobro,4086,Новосадски пут,primary,0.0
1097,pedestrian_crossing,dobro,4160,Раде Кондића,primary,0.0
1098,pedestrian_crossing,dobro,4603,Богдана Шупута,residential,0.0
1099,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary,0.0
1100,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary,0.0
1101,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary,0.0
1102,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary,0.0
1102,pedestrian_crossing,dobro,4401,Булевар патријарха Павла,secondary,0.0
1103,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary,0.0
1104,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary,0.0
1105,pedestrian_crossing,dobro,4349,Далматинска,residential,0.0
1106,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary,0.0
1107,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary,0.0
1108,pedestrian_crossing,dobro,4408,Булевар патријарха Павла,secondary,0.0
1109,pedestrian_crossing,dobro,4487,Илирска,residential,0.0
1110,pedestrian_crossing,dobro,4487,Илирска,residential,0.0
1111,pedestrian_crossing,dobro,4387,Горана Ковачића,residential,0.0
1112,pedestrian_crossing,dobro,4390,Петефи Шандора,residential,0.0
1113,pedestrian_crossing,dobro,4452,Nepoznata ulica,service,0.0
1114,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary,0.0
1115,pedestrian_crossing,dobro,4470,Булевар патријарха Павла,secondary,0.0
1116,pedestrian_crossing,dobro,4465,Тихомира Остојића,residential,0.0
1117,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary,0.0
1118,pedestrian_crossing,dobro,4409,Булевар патријарха Павла,secondary,0.0
1119,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary,0.0
1120,pedestrian_crossing,dobro,4354,Браће Груловић,residential,0.0
1121,pedestrian_crossing,dobro,4422,Браће Груловић,residential,0.0
1122,pedestrian_crossing,dobro,4425,Мише Димитријевића,residential,0.0
1123,pedestrian_crossing,dobro,4460,Браће Кркљуш,residential,0.0
1124,pedestrian_crossing,dobro,4445,Булевар патријарха Павла,secondary,0.0
1125,pedestrian_crossing,dobro,4610,Јастребачка,residential,0.0
1126,pedestrian_crossing,dobro,4610,Јастребачка,residential,0.0
1127,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary,0.0
1128,pedestrian_crossing,dobro,4412,Булевар патријарха Павла,secondary,0.0
1129,stop,dobro,4387,Горана Ковачића,residential,0.0
1130,pedestrian_crossing,dobro,4457,Nepoznata ulica,service,0.0
1131,pedestrian_crossing,dobro,4387,Горана Ковачића,residential,0.0
1132,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary,0.0
1133,pedestrian_crossing,dobro,4448,Булевар патријарха Павла,secondary,0.0
1134,pedestrian_crossing,dobro,4457,Nepoznata ulica,service,0.0
1135,pedestrian_crossing,dobro,4455,Илариона Руварца,residential,0.0
1136,pedestrian_crossing,dobro,4447,Илариона Руварца,residential,0.0
1136,pedestrian_crossing,dobro,4451,Илариона Руварца,residential,0.0
1137,pedestrian_crossing,dobro,4455,Илариона Руварца,residential,0.0
1138,pedestrian_crossing,dobro,4451,Илариона Руварца,residential,0.0
1138,pedestrian_crossing,dobro,4469,Илариона Руварца,residential,0.0
1139,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary,0.0
1140,pedestrian_crossing,dobro,4473,Булевар патријарха Павла,secondary,0.0
1141,pedestrian_crossing,dobro,4472,Nepoznata ulica,residential,0.0
1142,pedestrian_crossing,dobro,4474,Nepoznata ulica,residential,0.0
1143,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary,0.0
1144,pedestrian_crossing,dobro,4494,Nepoznata ulica,service,0.0
1145,pedestrian_crossing,dobro,4498,Милутина Бојића,residential,0.0
1146,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary,0.0
1147,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary,0.0
1148,pedestrian_crossing,dobro,4471,Булевар патријарха Павла,secondary,0.0
1149,pedestrian_crossing,dobro,4450,Nepoznata ulica,service,0.0
1150,pedestrian_crossing,dobro,4479,Сомборска,residential,0.0
1151,pedestrian_crossing,dobro,4460,Браће Кркљуш,residential,0.0
1152,pedestrian_crossing,dobro,4466,Тоне Хаџића,residential,0.0
1153,pedestrian_crossing,dobro,4466,Тоне Хаџића,residential,0.0
1154,pedestrian_crossing,dobro,4466,Тоне Хаџића,residential,0.0
1155,pedestrian_crossing,dobro,4497,Вардарска,residential,0.0
1156,pedestrian_crossing,dobro,4465,Тихомира Остојића,residential,0.0
1157,pedestrian_crossing,dobro,4464,Телепска,residential,0.0
1158,pedestrian_crossing,dobro,4481,Nepoznata ulica,residential,0.0
1159,pedestrian_crossing,dobro,4497,Вардарска,residential,0.0
1160,pedestrian_crossing,dobro,4465,Тихомира Остојића,residential,0.0
1161,pedestrian_crossing,dobro,4464,Телепска,residential,0.0
1162,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary,0.0
1163,pedestrian_crossing,dobro,4345,Булевар цара Лазара,secondary,0.0
1164,pedestrian_crossing,dobro,4419,Булевар цара Лазара,residential,0.0
1165,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary,0.0
1166,pedestrian_crossing,dobro,4413,Булевар цара Лазара,secondary,0.0
1167,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary,0.0
1168,pedestrian_crossing,dobro,4427,Булевар цара Лазара,secondary,0.0
1169,pedestrian_crossing,dobro,4421,Крилова,residential,0.0
1170,pedestrian_crossing,dobro,4426,Nepoznata ulica,residential,0.0
1171,pedestrian_crossing,dobro,4421,Крилова,residential,0.0
1171,pedestrian_crossing,dobro,4428,Крилова,residential,0.0
1172,pedestrian_crossing,dobro,4426,Nepoznata ulica,residential,0.0
1172,pedestrian_crossing,dobro,4429,Крилова,residential,0.0
1173,pedestrian_crossing,dobro,4424,Коло српских сестара,residential,0.0
1174,pedestrian_crossing,dobro,4425,Мише Димитријевића,residential,0.0
1175,pedestrian_crossing,dobro,4425,Мише Димитријевића,residential,0.0
1176,pedestrian_crossing,dobro,4424,Коло српских сестара,residential,0.0
1177,pedestrian_crossing,dobro,3501,Nepoznata ulica,service,0.0
1178,pedestrian_crossing,dobro,4430,Nepoznata ulica,service,0.0
1179,pedestrian_crossing,dobro,3501,Nepoznata ulica,service,0.0
1180,pedestrian_crossing,dobro,4430,Nepoznata ulica,service,0.0
1181,pedestrian_crossing,dobro,3507,Nepoznata ulica,service,0.0
1182,pedestrian_crossing,dobro,4428,Крилова,residential,0.0
1183,pedestrian_crossing,dobro,4429,Крилова,residential,0.0
1184,pedestrian_crossing,dobro,4441,Хоповска,residential,0.0
1185,pedestrian_crossing,dobro,4423,Ђорђа Сервицког,residential,0.0
1186,pedestrian_crossing,dobro,4432,Nepoznata ulica,residential,0.0
1187,pedestrian_crossing,dobro,4433,Nepoznata ulica,residential,0.0
1188,pedestrian_crossing,dobro,4432,Nepoznata ulica,residential,0.0
1189,pedestrian_crossing,dobro,4433,Nepoznata ulica,residential,0.0
1190,pedestrian_crossing,dobro,4437,Мише Димитријевића,residential,0.0
1191,pedestrian_crossing,dobro,4438,Ђорђа Сервицког,residential,0.0
1192,pedestrian_crossing,dobro,4517,Ђорђа Сервицког,residential,0.0
1193,pedestrian_crossing,dobro,3514,Шекспирова,residential,0.0
1194,pedestrian_crossing,dobro,4442,Nepoznata ulica,residential,0.0
1195,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary,0.0
1196,pedestrian_crossing,dobro,3515,Булевар цара Лазара,secondary,0.0
1197,pedestrian_crossing,dobro,3503,Nepoznata ulica,service,0.0
1198,pedestrian_crossing,dobro,3518,Nepoznata ulica,service,0.0
1199,pedestrian_crossing,dobro,3520,Булевар цара Лазара,secondary,0.0
1200,pedestrian_crossing,dobro,3519,Nepoznata ulica,service,0.0
1201,pedestrian_crossing,dobro,4529,Браће Кркљуш,residential,0.0
1202,stop,dobro,4609,Јована Поповића,residential,0.0
1203,stop,dobro,4609,Јована Поповића,residential,0.0
1204,pedestrian_crossing,dobro,4519,Коло српских сестара,residential,0.0
1205,pedestrian_crossing,dobro,4530,Браће Лучић,residential,0.0
1206,pedestrian_crossing,dobro,4530,Браће Лучић,residential,0.0
1207,pedestrian_crossing,dobro,4523,Трг 27. марта,residential,0.0
1208,pedestrian_crossing,dobro,4522,Атанасија Гереског,residential,0.0
1209,pedestrian_crossing,dobro,4530,Браће Лучић,residential,0.0
1210,pedestrian_crossing,dobro,4523,Трг 27. марта,residential,0.0
1211,pedestrian_crossing,dobro,4498,Милутина Бојића,residential,0.0
1212,pedestrian_crossing,dobro,4532,Булевар Европе,secondary,0.0
1213,pedestrian_crossing,dobro,4623,Браће Кркљуш,residential,0.0
1214,pedestrian_crossing,dobro,4527,Војводе Книћанина,residential,0.0
1215,pedestrian_crossing,dobro,4527,Војводе Книћанина,residential,0.0
1216,pedestrian_crossing,dobro,4498,Милутина Бојића,residential,0.0
1217,pedestrian_crossing,dobro,4498,Милутина Бојића,residential,0.0
1218,pedestrian_crossing,dobro,4631,Булевар Европе,residential,0.0
1219,pedestrian_crossing,dobro,4539,Теодора Павловића,residential,0.0
1220,pedestrian_crossing,dobro,4526,Цара Душана,tertiary,0.0
1221,pedestrian_crossing,dobro,4623,Браће Кркљуш,residential,0.0
1222,pedestrian_crossing,dobro,4539,Теодора Павловића,residential,0.0
1223,pedestrian_crossing,dobro,5012,Булевар Европе,secondary,0.0
1224,pedestrian_crossing,dobro,4539,Теодора Павловића,residential,0.0
1225,pedestrian_crossing,dobro,4539,Теодора Павловића,residential,0.0
1226,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary,0.0
1227,pedestrian_crossing,dobro,4434,Булевар цара Лазара,secondary,0.0
1228,pedestrian_crossing,dobro,3517,Булевар цара Лазара,secondary,0.0
1229,pedestrian_crossing,dobro,4560,Пушкинова,residential,0.0
1230,pedestrian_crossing,dobro,4444,Nepoznata ulica,service,0.0
1231,pedestrian_crossing,dobro,4560,Пушкинова,residential,0.0
1232,pedestrian_crossing,dobro,4438,Ђорђа Сервицког,residential,0.0
1233,pedestrian_crossing,dobro,4564,Nepoznata ulica,service,0.0
1234,pedestrian_crossing,dobro,4565,Nepoznata ulica,service,0.0
1235,pedestrian_crossing,dobro,4565,Nepoznata ulica,service,0.0
1236,pedestrian_crossing,dobro,4571,Nepoznata ulica,service,0.0
1237,pedestrian_crossing,dobro,4571,Nepoznata ulica,service,0.0
1238,pedestrian_crossing,dobro,4561,Nepoznata ulica,service,0.0
1239,pedestrian_crossing,dobro,4571,Nepoznata ulica,service,0.0
1240,pedestrian_crossing,dobro,4521,Атанасија Гереског,residential,0.0
1241,pedestrian_crossing,dobro,4525,Nepoznata ulica,service,0.0
1242,pedestrian_crossing,dobro,4588,Војвођанска,residential,0.0
1243,pedestrian_crossing,dobro,4572,Пушкинова,residential,0.0
1244,pedestrian_crossing,dobro,4573,Nepoznata ulica,residential,0.0
1245,pedestrian_crossing,dobro,4585,Nepoznata ulica,service,0.0
1246,pedestrian_crossing,dobro,4574,Алексе Шантића,residential,0.0
1247,pedestrian_crossing,dobro,4548,Nepoznata ulica,service,0.0
1248,pedestrian_crossing,dobro,4575,Пушкинова,residential,0.0
1249,pedestrian_crossing,dobro,4575,Пушкинова,residential,0.0
1250,pedestrian_crossing,dobro,4574,Алексе Шантића,residential,0.0
1251,pedestrian_crossing,dobro,4540,Теодора Павловића,residential,0.0
1251,pedestrian_crossing,dobro,4539,Теодора Павловића,residential,0.0
1252,pedestrian_crossing,dobro,4541,Трг 27. марта,residential,0.0
1252,pedestrian_crossing,dobro,4542,Трг 27. марта,residential,0.0
1253,pedestrian_crossing,dobro,4542,Трг 27. марта,residential,0.0
1254,pedestrian_crossing,dobro,4623,Браће Кркљуш,residential,0.0
1255,pedestrian_crossing,dobro,4552,Цара Душана,tertiary,0.0
1256,pedestrian_crossing,dobro,4569,Nepoznata ulica,service,0.0
1257,pedestrian_crossing,dobro,4571,Nepoznata ulica,service,0.0
1258,pedestrian_crossing,dobro,4587,Nepoznata ulica,service,6.073076661528008
1259,pedestrian_crossing,dobro,4587,Nepoznata ulica,service,0.0
1260,pedestrian_crossing,dobro,4588,Војвођанска,residential,0.0
1261,pedestrian_crossing,dobro,4593,Вере Павловић,service,0.0
1262,pedestrian_crossing,dobro,4965,Вере Павловић,residential,0.0
1263,pedestrian_crossing,dobro,4596,Војвођанска,residential,0.0
1264,pedestrian_crossing,dobro,4597,Nepoznata ulica,service,0.0
1265,pedestrian_crossing,dobro,4038,Nepoznata ulica,service,0.0
1266,pedestrian_crossing,dobro,4041,Булевар патријарха Павла,secondary,0.0
1267,pedestrian_crossing,dobro,4041,Булевар патријарха Павла,secondary,0.0
1268,pedestrian_crossing,dobro,4007,Булевар патријарха Павла,secondary,0.0
1269,pedestrian_crossing,dobro,4007,Булевар патријарха Павла,secondary,0.0
1270,pedestrian_crossing,dobro,4045,Футошки пут,primary,0.0
1271,pedestrian_crossing,dobro,4045,Футошки пут,primary,0.0
1272,pedestrian_crossing,dobro,4011,Футошки пут,primary,0.0
1272,pedestrian_crossing,dobro,4048,Nepoznata ulica,primary,0.0
1273,pedestrian_crossing,dobro,4048,Nepoznata ulica,primary,0.0
1274,pedestrian_crossing,dobro,4633,Футошки пут,secondary,0.0
1275,stop,dobro,4619,Мелхиора Ердујхељија,residential,0.0
1276,stop,dobro,4619,Мелхиора Ердујхељија,residential,0.0
1277,pedestrian_crossing,dobro,4601,Романијска,residential,0.0
1278,pedestrian_crossing,dobro,4604,Цвећарска,residential,0.0
1279,pedestrian_crossing,dobro,4608,Ружин гај,residential,0.0
1280,pedestrian_crossing,dobro,4637,Футошки пут,secondary,0.0
1281,pedestrian_crossing,dobro,4097,Булевар кнеза Милоша,primary,0.0
1281,pedestrian_crossing,dobro,4070,Булевар кнеза Милоша,primary,0.0
1282,pedestrian_crossing,dobro,4097,Булевар кнеза Милоша,primary,0.0
1283,pedestrian_crossing,dobro,4096,Булевар кнеза Милоша,primary,0.0
1284,pedestrian_crossing,dobro,4511,Кочи Ивана,residential,0.0
1285,pedestrian_crossing,dobro,4620,Nepoznata ulica,service,0.0
1286,pedestrian_crossing,dobro,4620,Nepoznata ulica,service,0.0
1287,pedestrian_crossing,dobro,4632,Nepoznata ulica,service,0.0
1288,pedestrian_crossing,dobro,4621,Банијска,residential,0.0
1289,pedestrian_crossing,dobro,4638,Nepoznata ulica,service,0.0
1290,pedestrian_crossing,dobro,5009,Ђорђа Магарашевића,residential,0.0
1291,pedestrian_crossing,dobro,5009,Ђорђа Магарашевића,residential,0.0
1292,pedestrian_crossing,dobro,4607,Јована Поповића,residential,0.0
1293,pedestrian_crossing,dobro,4631,Булевар Европе,residential,0.0
1294,pedestrian_crossing,dobro,4629,Булевар Европе,secondary,0.0
1295,pedestrian_crossing,dobro,4634,Nepoznata ulica,service,0.0
1296,pedestrian_crossing,dobro,4668,Nepoznata ulica,service,0.0
1297,pedestrian_crossing,dobro,4668,Nepoznata ulica,service,0.0
1298,pedestrian_crossing,dobro,4555,Толстојева,residential,0.0
1299,pedestrian_crossing,dobro,4575,Пушкинова,residential,0.0
1300,pedestrian_crossing,dobro,4557,Мише Димитријевића,residential,0.0
1301,pedestrian_crossing,dobro,4559,Пушкинова,residential,0.0
1302,pedestrian_crossing,dobro,4626,Олге Петров,residential,0.0
1303,pedestrian_crossing,dobro,4628,Браће Кркљуш,residential,0.0
1304,pedestrian_crossing,dobro,4553,Чернишевског,residential,0.0
1305,pedestrian_crossing,dobro,4975,Толстојева,residential,0.0
1306,pedestrian_crossing,dobro,4575,Пушкинова,residential,0.0
1307,pedestrian_crossing,dobro,4592,Алексе Шантића,residential,0.0
1308,pedestrian_crossing,dobro,4965,Вере Павловић,residential,0.0
1309,pedestrian_crossing,dobro,4553,Чернишевског,residential,0.0
1310,pedestrian_crossing,dobro,5019,Војводе Книћанина,residential,0.0
1311,pedestrian_crossing,dobro,5009,Ђорђа Магарашевића,residential,0.0
1312,pedestrian_crossing,dobro,5009,Ђорђа Магарашевића,residential,0.0
1313,pedestrian_crossing,dobro,5003,Ђорђа Магарашевића,residential,0.0
1313,pedestrian_crossing,dobro,5009,Ђорђа Магарашевића,residential,0.0
1314,pedestrian_crossing,dobro,5013,Мише Димитријевића,residential,0.0
1315,pedestrian_crossing,dobro,4558,Зорана Петровића,residential,0.0
1316,pedestrian_crossing,dobro,4559,Пушкинова,residential,0.0
1317,pedestrian_crossing,dobro,5019,Војводе Книћанина,residential,0.0
1318,pedestrian_crossing,dobro,5004,Пере Сегединца,residential,0.0
1319,pedestrian_crossing,dobro,4994,Гогољева,residential,0.0
1320,pedestrian_crossing,dobro,4985,Ласла Гала,residential,0.0
1321,pedestrian_crossing,dobro,4598,Nepoznata ulica,service,0.0
1322,pedestrian_crossing,dobro,4973,Nepoznata ulica,service,0.0
1323,pedestrian_crossing,dobro,4989,Војвођанска,residential,0.0
1324,pedestrian_crossing,dobro,5019,Војводе Книћанина,residential,0.0
1325,pedestrian_crossing,dobro,5022,Дожа Ђерђа,residential,0.0
1326,pedestrian_crossing,dobro,4559,Пушкинова,residential,0.0
1327,pedestrian_crossing,dobro,5020,Антона Чехова,residential,0.0
1328,pedestrian_crossing,dobro,5022,Дожа Ђерђа,residential,0.0
1329,pedestrian_crossing,dobro,5040,Браће Кркљуш,residential,0.0
1330,pedestrian_crossing,dobro,5004,Пере Сегединца,residential,0.0
1330,pedestrian_crossing,dobro,5017,Пере Сегединца,residential,0.0
1331,pedestrian_crossing,dobro,5036,Пајевићева,residential,0.0
1332,pedestrian_crossing,dobro,5079,Серво Михаља,residential,0.0
1333,pedestrian_crossing,dobro,5012,Булевар Европе,secondary,0.0
1334,pedestrian_crossing,dobro,4605,Гери Кароља,residential,0.0
1334,pedestrian_crossing,dobro,5010,Гери Кароља,residential,0.0
1334,pedestrian_crossing,dobro,5011,Гери Кароља,residential,0.0
1335,pedestrian_crossing,dobro,4661,Суботичка,residential,0.0
1336,pedestrian_crossing,dobro,4662,Павлека Мишкине,residential,0.0
1337,pedestrian_crossing,dobro,4651,Nepoznata ulica,service,0.0
1338,pedestrian_crossing,dobro,4655,Nepoznata ulica,residential,0.0
1338,pedestrian_crossing,dobro,4659,Nepoznata ulica,residential,0.0
1339,pedestrian_crossing,dobro,4656,Nepoznata ulica,residential,0.0
1339,pedestrian_crossing,dobro,4665,Nepoznata ulica,residential,0.0
1340,pedestrian_crossing,dobro,4659,Nepoznata ulica,residential,0.0
1341,pedestrian_crossing,dobro,4657,Nepoznata ulica,service,0.0
1342,pedestrian_crossing,dobro,4633,Футошки пут,secondary,0.0
1343,pedestrian_crossing,dobro,4633,Футошки пут,secondary,0.0
1344,pedestrian_crossing,dobro,4664,Nepoznata ulica,service,0.0
1345,pedestrian_crossing,dobro,4665,Nepoznata ulica,residential,0.0
1346,pedestrian_crossing,dobro,4637,Футошки пут,secondary,0.0
1347,pedestrian_crossing,dobro,4637,Футошки пут,secondary,0.0
1348,pedestrian_crossing,dobro,4653,Nepoznata ulica,service,0.0
1349,pedestrian_crossing,dobro,5089,Футошки пут,secondary,0.0
1350,pedestrian_crossing,dobro,5089,Футошки пут,secondary,0.0
1351,pedestrian_crossing,dobro,4637,Футошки пут,secondary,5.428322162003611
1352,pedestrian_crossing,dobro,5087,Nepoznata ulica,service,0.0
1353,pedestrian_crossing,dobro,5062,Бате Бркића,tertiary,0.0
1354,pedestrian_crossing,dobro,5083,Футошки пут,secondary,0.0
1355,pedestrian_crossing,dobro,5251,Бате Бркића,tertiary,10.9627567866591
1356,pedestrian_crossing,dobro,5083,Футошки пут,secondary,0.0
1357,pedestrian_crossing,dobro,5063,Бате Бркића,tertiary,0.0
1357,pedestrian_crossing,dobro,5064,Бате Бркића,tertiary,0.0
1358,pedestrian_crossing,dobro,4661,Суботичка,residential,0.0
1359,pedestrian_crossing,dobro,5078,Серво Михаља,service,0.0
1360,pedestrian_crossing,dobro,5251,Бате Бркића,tertiary,0.0
1360,pedestrian_crossing,dobro,5062,Бате Бркића,tertiary,0.0
